word,tokenizer,tokens,n_tokens,n_boundaries,gtad,gtad_byte,gtad_matra,gtad_conjunct,stad,rho,m_aksharas,n_phonemes,aligner_ok,quarantined
দেন,tigerllm,দেন,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
দেন,banglat5,দেন,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
প্রধানমন্ত্রী,llama3,\xe0\xa6|\xaa|্\xe0\xa6|\xb0|\xe0\xa6|\xa7|া\xe0\xa6|\xa8|\xe0\xa6|\xae|ন|্\xe0\xa6|\xa4|্\xe0\xa6|\xb0|\xe0\xa7|\x80,17,16,0.8125,8,2,3,0.25,0.333333,5,12,True,False
প্রধানমন্ত্রী,gpt2,\xe0\xa6|\xaa|\xe0|\xa7|\x8d|\xe0\xa6|\xb0|\xe0\xa6|\xa7|\xe0\xa6|\xbe|\xe0\xa6|\xa8|\xe0\xa6|\xae|\xe0\xa6|\xa8|\xe0|\xa7|\x8d|\xe0\xa6|\xa4|\xe0|\xa7|\x8d|\xe0\xa6|\xb0|\xe0|\xa7|\x80,30,29,0.862069,17,2,6,0.5,0.333333,5,12,True,False
প্রধানমন্ত্রী,byt5,\xe0|\xa6|\xaa|\xe0|\xa7|\x8d|\xe0|\xa6|\xb0|\xe0|\xa6|\xa7|\xe0|\xa6|\xbe|\xe0|\xa6|\xa8|\xe0|\xa6|\xae|\xe0|\xa6|\xa8|\xe0|\xa7|\x8d|\xe0|\xa6|\xa4|\xe0|\xa7|\x8d|\xe0|\xa6|\xb0|\xe0|\xa7|\x80,39,38,0.894737,26,2,6,0.5,0.333333,5,12,True,False
প্রধানমন্ত্রী,tigerllm,প্রধানমন্ত্রী,1,0,0.0,0,0,0,0.5,0.333333,5,12,True,False
প্রধানমন্ত্রী,banglat5,প্রধানমন্ত্রী,1,0,0.0,0,0,0,0.5,0.333333,5,12,True,False
ফিরে,llama3,\xe0\xa6|\xab|ি|র|ে,5,4,0.75,1,2,0,0.0,0.0,2,4,True,False
ফিরে,gpt2,\xe0\xa6|\xab|\xe0\xa6|\xbf|\xe0\xa6|\xb0|\xe0|\xa7|\x87,9,8,0.875,5,2,0,0.0,0.0,2,4,True,False
ফিরে,byt5,\xe0|\xa6|\xab|\xe0|\xa6|\xbf|\xe0|\xa6|\xb0|\xe0|\xa7|\x87,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
ফিরে,tigerllm,ফ|িরে,2,1,1.0,0,1,0,1.0,0.0,2,4,True,False
ফিরে,banglat5,ফিরে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
বলেছেন,llama3,\xe0\xa6|\xac|\xe0\xa6|\xb2|ে|\xe0\xa6|\x9b|ে|ন,9,8,0.625,3,2,0,0.333333,0.0,4,7,True,False
বলেছেন,gpt2,\xe0\xa6|\xac|\xe0\xa6|\xb2|\xe0|\xa7|\x87|\xe0\xa6|\x9b|\xe0|\xa7|\x87|\xe0\xa6|\xa8,14,13,0.769231,8,2,0,0.333333,0.0,4,7,True,False
বলেছেন,byt5,\xe0|\xa6|\xac|\xe0|\xa6|\xb2|\xe0|\xa7|\x87|\xe0|\xa6|\x9b|\xe0|\xa7|\x87|\xe0|\xa6|\xa8,18,17,0.823529,12,2,0,0.333333,0.0,4,7,True,False
বলেছেন,tigerllm,বলে|ছেন,2,1,0.0,0,0,0,0.333333,0.0,4,7,True,False
বলেছেন,banglat5,বলেছেন,1,0,0.0,0,0,0,0.666667,0.0,4,7,True,False
বলেন,llama3,\xe0\xa6|\xac|\xe0\xa6|\xb2|ে|ন,6,5,0.6,2,1,0,0.5,0.0,3,5,True,False
বলেন,gpt2,\xe0\xa6|\xac|\xe0\xa6|\xb2|\xe0|\xa7|\x87|\xe0\xa6|\xa8,9,8,0.75,5,1,0,0.5,0.0,3,5,True,False
বলেন,byt5,\xe0|\xa6|\xac|\xe0|\xa6|\xb2|\xe0|\xa7|\x87|\xe0|\xa6|\xa8,12,11,0.818182,8,1,0,0.5,0.0,3,5,True,False
বলেন,tigerllm,বল|েন,2,1,1.0,0,1,0,0.5,0.0,3,5,True,False
বলেন,banglat5,বলেন,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
সুন্দর,llama3,\xe0\xa6|\xb8|\xe0\xa7|\x81|ন|্\xe0\xa6|\xa6|র,8,7,0.714286,3,1,1,1.0,1.0,3,6,True,False
সুন্দর,gpt2,\xe0\xa6|\xb8|\xe0|\xa7|\x81|\xe0\xa6|\xa8|\xe0|\xa7|\x8d|\xe0\xa6|\xa6|\xe0\xa6|\xb0,14,13,0.846154,8,1,2,1.0,1.0,3,6,True,False
সুন্দর,byt5,\xe0|\xa6|\xb8|\xe0|\xa7|\x81|\xe0|\xa6|\xa8|\xe0|\xa7|\x8d|\xe0|\xa6|\xa6|\xe0|\xa6|\xb0,18,17,0.882353,12,1,2,1.0,1.0,3,6,True,False
সুন্দর,tigerllm,সুন্দর,1,0,0.0,0,0,0,0.0,1.0,3,6,True,False
সুন্দর,banglat5,সুন্দর,1,0,0.0,0,0,0,0.0,1.0,3,6,True,False
সুযোগ,llama3,\xe0\xa6|\xb8|\xe0\xa7|\x81|\xe0\xa6|\xaf|\xe0\xa7|\x8b|\xe0\xa6|\x97,10,9,0.777778,5,2,0,0.5,0.0,3,5,True,False
সুযোগ,gpt2,\xe0\xa6|\xb8|\xe0|\xa7|\x81|\xe0\xa6|\xaf|\xe0|\xa7|\x8b|\xe0\xa6|\x97,12,11,0.818182,7,2,0,0.5,0.0,3,5,True,False
সুযোগ,byt5,\xe0|\xa6|\xb8|\xe0|\xa7|\x81|\xe0|\xa6|\xaf|\xe0|\xa7|\x8b|\xe0|\xa6|\x97,15,14,0.857143,10,2,0,0.5,0.0,3,5,True,False
সুযোগ,tigerllm,সু|যোগ,2,1,0.0,0,0,0,0.0,0.0,3,5,True,False
সুযোগ,banglat5,সুযোগ,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
অন্যান্য,llama3,\xe0\xa6|\x85|ন|্\xe0\xa6|\xaf|া\xe0\xa6|\xa8|্\xe0\xa6|\xaf,9,8,0.875,4,1,2,0.5,1.0,3,7,True,False
অন্যান্য,gpt2,\xe0\xa6|\x85|\xe0\xa6|\xa8|\xe0|\xa7|\x8d|\xe0\xa6|\xaf|\xe0\xa6|\xbe|\xe0\xa6|\xa8|\xe0|\xa7|\x8d|\xe0\xa6|\xaf,18,17,0.882353,10,1,4,1.0,1.0,3,7,True,False
অন্যান্য,byt5,\xe0|\xa6|\x85|\xe0|\xa6|\xa8|\xe0|\xa7|\x8d|\xe0|\xa6|\xaf|\xe0|\xa6|\xbe|\xe0|\xa6|\xa8|\xe0|\xa7|\x8d|\xe0|\xa6|\xaf,24,23,0.913043,16,1,4,1.0,1.0,3,7,True,False
অন্যান্য,tigerllm,অন্য|ান্য,2,1,1.0,0,1,0,0.0,1.0,3,7,True,False
অন্যান্য,banglat5,অন্যান্য,1,0,0.0,0,0,0,0.0,1.0,3,7,True,False
ছেলে,llama3,\xe0\xa6|\x9b|ে|\xe0\xa6|\xb2|ে,6,5,0.8,2,2,0,0.0,0.0,2,4,True,False
ছেলে,gpt2,\xe0\xa6|\x9b|\xe0|\xa7|\x87|\xe0\xa6|\xb2|\xe0|\xa7|\x87,10,9,0.888889,6,2,0,0.0,0.0,2,4,True,False
ছেলে,byt5,\xe0|\xa6|\x9b|\xe0|\xa7|\x87|\xe0|\xa6|\xb2|\xe0|\xa7|\x87,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
ছেলে,tigerllm,ছেলে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
ছেলে,banglat5,ছেলে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
থাকা,llama3,\xe0\xa6|\xa5|া\xe0\xa6|\x95|া,5,4,1.0,2,2,0,1.0,0.0,2,4,True,False
থাকা,gpt2,\xe0\xa6|\xa5|\xe0\xa6|\xbe|\xe0\xa6|\x95|\xe0\xa6|\xbe,8,7,0.857143,4,2,0,0.0,0.0,2,4,True,False
থাকা,byt5,\xe0|\xa6|\xa5|\xe0|\xa6|\xbe|\xe0|\xa6|\x95|\xe0|\xa6|\xbe,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
থাকা,tigerllm,থ|াকা,2,1,1.0,0,1,0,1.0,0.0,2,4,True,False
থাকা,banglat5,থাকা,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
ভাবে,llama3,\xe0\xa6|\xad|া\xe0\xa6|\xac|ে,5,4,1.0,2,2,0,1.0,0.0,2,4,True,False
ভাবে,gpt2,\xe0\xa6|\xad|\xe0\xa6|\xbe|\xe0\xa6|\xac|\xe0|\xa7|\x87,9,8,0.875,5,2,0,0.0,0.0,2,4,True,False
ভাবে,byt5,\xe0|\xa6|\xad|\xe0|\xa6|\xbe|\xe0|\xa6|\xac|\xe0|\xa7|\x87,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
ভাবে,tigerllm,ভাবে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
ভাবে,banglat5,ভাবে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
রাজনৈতিক,llama3,র|া\xe0\xa6|\x9c|ন|\xe0\xa7|\x88|\xe0\xa6|\xa4|ি\xe0\xa6|\x95,10,9,0.777778,4,3,0,0.0,0.0,5,8,True,False
রাজনৈতিক,gpt2,\xe0\xa6|\xb0|\xe0\xa6|\xbe|\xe0\xa6|\x9c|\xe0\xa6|\xa8|\xe0|\xa7|\x88|\xe0\xa6|\xa4|\xe0\xa6|\xbf|\xe0\xa6|\x95,17,16,0.75,9,3,0,0.5,0.0,5,8,True,False
রাজনৈতিক,byt5,\xe0|\xa6|\xb0|\xe0|\xa6|\xbe|\xe0|\xa6|\x9c|\xe0|\xa6|\xa8|\xe0|\xa7|\x88|\xe0|\xa6|\xa4|\xe0|\xa6|\xbf|\xe0|\xa6|\x95,24,23,0.826087,16,3,0,0.5,0.0,5,8,True,False
রাজনৈতিক,tigerllm,রাজনৈতিক,1,0,0.0,0,0,0,0.5,0.0,5,8,True,False
রাজনৈতিক,banglat5,রাজনৈতিক,1,0,0.0,0,0,0,0.5,0.0,5,8,True,False
সহ,llama3,\xe0\xa6|\xb8|\xe0\xa6|\xb9,4,3,0.666667,2,0,0,0.0,0.0,2,4,True,False
সহ,gpt2,\xe0\xa6|\xb8|\xe0\xa6|\xb9,4,3,0.666667,2,0,0,0.0,0.0,2,4,True,False
সহ,byt5,\xe0|\xa6|\xb8|\xe0|\xa6|\xb9,6,5,0.8,4,0,0,0.0,0.0,2,4,True,False
সহ,tigerllm,সহ,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
সহ,banglat5,সহ,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
সেটা,llama3,\xe0\xa6|\xb8|ে|\xe0\xa6|\x9f|া,6,5,0.8,2,2,0,0.0,0.0,2,4,True,False
সেটা,gpt2,\xe0\xa6|\xb8|\xe0|\xa7|\x87|\xe0\xa6|\x9f|\xe0\xa6|\xbe,9,8,0.875,5,2,0,0.0,0.0,2,4,True,False
সেটা,byt5,\xe0|\xa6|\xb8|\xe0|\xa7|\x87|\xe0|\xa6|\x9f|\xe0|\xa6|\xbe,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
সেটা,tigerllm,সে|টা,2,1,0.0,0,0,0,0.0,0.0,2,4,True,False
সেটা,banglat5,সেটা,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
অথবা,llama3,\xe0\xa6|\x85|\xe0\xa6|\xa5|\xe0\xa6|\xac|া,7,6,0.666667,3,1,0,0.0,0.0,3,5,True,False
অথবা,gpt2,\xe0\xa6|\x85|\xe0\xa6|\xa5|\xe0\xa6|\xac|\xe0\xa6|\xbe,8,7,0.714286,4,1,0,0.0,0.0,3,5,True,False
অথবা,byt5,\xe0|\xa6|\x85|\xe0|\xa6|\xa5|\xe0|\xa6|\xac|\xe0|\xa6|\xbe,12,11,0.818182,8,1,0,0.0,0.0,3,5,True,False
অথবা,tigerllm,অথ|বা,2,1,0.0,0,0,0,0.5,0.0,3,5,True,False
অথবা,banglat5,অথবা,1,0,0.0,0,0,0,1.0,0.0,3,5,True,False
এখনো,llama3,\xe0\xa6|\x8f|\xe0\xa6|\x96|ন|\xe0\xa7|\x8b,7,6,0.666667,3,1,0,0.0,0.0,3,5,True,False
এখনো,gpt2,\xe0\xa6|\x8f|\xe0\xa6|\x96|\xe0\xa6|\xa8|\xe0|\xa7|\x8b,9,8,0.75,5,1,0,0.0,0.0,3,5,True,False
এখনো,byt5,\xe0|\xa6|\x8f|\xe0|\xa6|\x96|\xe0|\xa6|\xa8|\xe0|\xa7|\x8b,12,11,0.818182,8,1,0,0.0,0.0,3,5,True,False
এখনো,tigerllm,এখন|ো,2,1,1.0,0,1,0,1.0,0.0,3,5,True,False
এখনো,banglat5,এখনো,1,0,0.0,0,0,0,1.0,0.0,3,5,True,False
এবার,llama3,\xe0\xa6|\x8f|\xe0\xa6|\xac|া\xe0\xa6|\xb0,6,5,0.8,3,1,0,0.0,0.0,3,4,True,False
এবার,gpt2,\xe0\xa6|\x8f|\xe0\xa6|\xac|\xe0\xa6|\xbe|\xe0\xa6|\xb0,8,7,0.714286,4,1,0,0.5,0.0,3,4,True,False
এবার,byt5,\xe0|\xa6|\x8f|\xe0|\xa6|\xac|\xe0|\xa6|\xbe|\xe0|\xa6|\xb0,12,11,0.818182,8,1,0,0.5,0.0,3,4,True,False
এবার,tigerllm,এবার,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
এবার,banglat5,এবার,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
কেমন,llama3,\xe0\xa6|\x95|ে|\xe0\xa6|\xae|ন,6,5,0.6,2,1,0,0.5,0.0,3,5,True,False
কেমন,gpt2,\xe0\xa6|\x95|\xe0|\xa7|\x87|\xe0\xa6|\xae|\xe0\xa6|\xa8,9,8,0.75,5,1,0,0.5,0.0,3,5,True,False
কেমন,byt5,\xe0|\xa6|\x95|\xe0|\xa7|\x87|\xe0|\xa6|\xae|\xe0|\xa6|\xa8,12,11,0.818182,8,1,0,0.5,0.0,3,5,True,False
কেমন,tigerllm,কে|মন,2,1,0.0,0,0,0,0.0,0.0,3,5,True,False
কেমন,banglat5,কেমন,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
খারাপ,llama3,\xe0\xa6|\x96|া\xe0\xa6|\xb0|া\xe0\xa6|\xaa,6,5,1.0,3,2,0,0.5,0.0,3,5,True,False
খারাপ,gpt2,\xe0\xa6|\x96|\xe0\xa6|\xbe|\xe0\xa6|\xb0|\xe0\xa6|\xbe|\xe0\xa6|\xaa,10,9,0.777778,5,2,0,0.5,0.0,3,5,True,False
খারাপ,byt5,\xe0|\xa6|\x96|\xe0|\xa6|\xbe|\xe0|\xa6|\xb0|\xe0|\xa6|\xbe|\xe0|\xa6|\xaa,15,14,0.857143,10,2,0,0.5,0.0,3,5,True,False
খারাপ,tigerllm,খার|াপ,2,1,1.0,0,1,0,0.5,0.0,3,5,True,False
খারাপ,banglat5,খারাপ,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
ধন্যবাদ,llama3,\xe0\xa6|\xa7|ন|্\xe0\xa6|\xaf|\xe0\xa6|\xac|া\xe0\xa6|\xa6,9,8,0.75,4,1,1,0.333333,0.5,4,8,True,False
ধন্যবাদ,gpt2,\xe0\xa6|\xa7|\xe0\xa6|\xa8|\xe0|\xa7|\x8d|\xe0\xa6|\xaf|\xe0\xa6|\xac|\xe0\xa6|\xbe|\xe0\xa6|\xa6,15,14,0.785714,8,1,2,0.666667,0.5,4,8,True,False
ধন্যবাদ,byt5,\xe0|\xa6|\xa7|\xe0|\xa6|\xa8|\xe0|\xa7|\x8d|\xe0|\xa6|\xaf|\xe0|\xa6|\xac|\xe0|\xa6|\xbe|\xe0|\xa6|\xa6,21,20,0.85,14,1,2,0.666667,0.5,4,8,True,False
ধন্যবাদ,tigerllm,ধ|ন্যবাদ,2,1,0.0,0,0,0,0.666667,0.5,4,8,True,False
ধন্যবাদ,banglat5,ধন্যবাদ,1,0,0.0,0,0,0,0.333333,0.5,4,8,True,False
সাহায্য,llama3,\xe0\xa6|\xb8|া\xe0\xa6|\xb9|া\xe0\xa6|\xaf|্\xe0\xa6|\xaf,8,7,1.0,4,2,1,0.5,0.5,3,7,True,False
সাহায্য,gpt2,\xe0\xa6|\xb8|\xe0\xa6|\xbe|\xe0\xa6|\xb9|\xe0\xa6|\xbe|\xe0\xa6|\xaf|\xe0|\xa7|\x8d|\xe0\xa6|\xaf,15,14,0.857143,8,2,2,0.5,0.5,3,7,True,False
সাহায্য,byt5,\xe0|\xa6|\xb8|\xe0|\xa6|\xbe|\xe0|\xa6|\xb9|\xe0|\xa6|\xbe|\xe0|\xa6|\xaf|\xe0|\xa7|\x8d|\xe0|\xa6|\xaf,21,20,0.9,14,2,2,0.5,0.5,3,7,True,False
সাহায্য,tigerllm,সাহ|ায|্য,3,2,1.0,0,1,1,0.5,0.5,3,7,True,False
সাহায্য,banglat5,সাহায্য,1,0,0.0,0,0,0,0.5,0.5,3,7,True,False
হাত,llama3,\xe0\xa6|\xb9|া\xe0\xa6|\xa4,4,3,1.0,2,1,0,0.0,0.0,2,3,True,False
হাত,gpt2,\xe0\xa6|\xb9|\xe0\xa6|\xbe|\xe0\xa6|\xa4,6,5,0.8,3,1,0,1.0,0.0,2,3,True,False
হাত,byt5,\xe0|\xa6|\xb9|\xe0|\xa6|\xbe|\xe0|\xa6|\xa4,9,8,0.875,6,1,0,1.0,0.0,2,3,True,False
হাত,tigerllm,হাত,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
হাত,banglat5,হাত,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
আশা,llama3,\xe0\xa6|\x86|\xe0\xa6|\xb6|া,5,4,0.75,2,1,0,0.0,0.0,2,3,True,False
আশা,gpt2,\xe0\xa6|\x86|\xe0\xa6|\xb6|\xe0\xa6|\xbe,6,5,0.8,3,1,0,0.0,0.0,2,3,True,False
আশা,byt5,\xe0|\xa6|\x86|\xe0|\xa6|\xb6|\xe0|\xa6|\xbe,9,8,0.875,6,1,0,0.0,0.0,2,3,True,False
আশা,tigerllm,আ|শা,2,1,0.0,0,0,0,0.0,0.0,2,3,True,False
আশা,banglat5,আশা,1,0,0.0,0,0,0,1.0,0.0,2,3,True,False
উচিত,llama3,\xe0\xa6|\x89|\xe0\xa6|\x9a|ি\xe0\xa6|\xa4,6,5,0.8,3,1,0,0.0,0.0,3,4,True,False
উচিত,gpt2,\xe0\xa6|\x89|\xe0\xa6|\x9a|\xe0\xa6|\xbf|\xe0\xa6|\xa4,8,7,0.714286,4,1,0,0.5,0.0,3,4,True,False
উচিত,byt5,\xe0|\xa6|\x89|\xe0|\xa6|\x9a|\xe0|\xa6|\xbf|\xe0|\xa6|\xa4,12,11,0.818182,8,1,0,0.5,0.0,3,4,True,False
উচিত,tigerllm,উ|চিত,2,1,0.0,0,0,0,0.0,0.0,3,4,True,False
উচিত,banglat5,উচিত,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
গ্রহণ,llama3,\xe0\xa6|\x97|্\xe0\xa6|\xb0|\xe0\xa6|\xb9|\xe0\xa6|\xa3,8,7,0.714286,4,0,1,0.5,0.0,3,6,True,False
গ্রহণ,gpt2,\xe0\xa6|\x97|\xe0|\xa7|\x8d|\xe0\xa6|\xb0|\xe0\xa6|\xb9|\xe0\xa6|\xa3,11,10,0.8,6,0,2,0.5,0.0,3,6,True,False
গ্রহণ,byt5,\xe0|\xa6|\x97|\xe0|\xa7|\x8d|\xe0|\xa6|\xb0|\xe0|\xa6|\xb9|\xe0|\xa6|\xa3,15,14,0.857143,10,0,2,0.5,0.0,3,6,True,False
গ্রহণ,tigerllm,গ্রহণ,1,0,0.0,0,0,0,0.5,0.0,3,6,True,False
গ্রহণ,banglat5,গ্রহণ,1,0,0.0,0,0,0,0.5,0.0,3,6,True,False
দক্ষিণ,llama3,\xe0\xa6|\xa6|\xe0\xa6|\x95|্\xe0\xa6|\xb7|ি\xe0\xa6|\xa3,8,7,0.857143,4,1,1,0.5,1.0,3,6,True,False
দক্ষিণ,gpt2,\xe0\xa6|\xa6|\xe0\xa6|\x95|\xe0|\xa7|\x8d|\xe0\xa6|\xb7|\xe0\xa6|\xbf|\xe0\xa6|\xa3,13,12,0.833333,7,1,2,1.0,1.0,3,6,True,False
দক্ষিণ,byt5,\xe0|\xa6|\xa6|\xe0|\xa6|\x95|\xe0|\xa7|\x8d|\xe0|\xa6|\xb7|\xe0|\xa6|\xbf|\xe0|\xa6|\xa3,18,17,0.882353,12,1,2,1.0,1.0,3,6,True,False
দক্ষিণ,tigerllm,দক্ষ|িণ,2,1,1.0,0,1,0,0.0,1.0,3,6,True,False
দক্ষিণ,banglat5,দক্ষিণ,1,0,0.0,0,0,0,0.0,1.0,3,6,True,False
প্রদান,llama3,\xe0\xa6|\xaa|্\xe0\xa6|\xb0|\xe0\xa6|\xa6|া\xe0\xa6|\xa8,8,7,0.857143,4,1,1,0.0,0.0,3,6,True,False
প্রদান,gpt2,\xe0\xa6|\xaa|\xe0|\xa7|\x8d|\xe0\xa6|\xb0|\xe0\xa6|\xa6|\xe0\xa6|\xbe|\xe0\xa6|\xa8,13,12,0.833333,7,1,2,0.5,0.0,3,6,True,False
প্রদান,byt5,\xe0|\xa6|\xaa|\xe0|\xa7|\x8d|\xe0|\xa6|\xb0|\xe0|\xa6|\xa6|\xe0|\xa6|\xbe|\xe0|\xa6|\xa8,18,17,0.882353,12,1,2,0.5,0.0,3,6,True,False
প্রদান,tigerllm,প্র|দান,2,1,0.0,0,0,0,0.0,0.0,3,6,True,False
প্রদান,banglat5,প্রদান,1,0,0.0,0,0,0,0.5,0.0,3,6,True,False
মানে,llama3,\xe0\xa6|\xae|া\xe0\xa6|\xa8|ে,5,4,1.0,2,2,0,1.0,0.0,2,4,True,False
মানে,gpt2,\xe0\xa6|\xae|\xe0\xa6|\xbe|\xe0\xa6|\xa8|\xe0|\xa7|\x87,9,8,0.875,5,2,0,0.0,0.0,2,4,True,False
মানে,byt5,\xe0|\xa6|\xae|\xe0|\xa6|\xbe|\xe0|\xa6|\xa8|\xe0|\xa7|\x87,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
মানে,tigerllm,মানে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
মানে,banglat5,মানে,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
ইসলাম,llama3,\xe0\xa6|\x87|\xe0\xa6|\xb8|\xe0\xa6|\xb2|া\xe0\xa6|\xae,8,7,0.714286,4,1,0,0.333333,0.0,4,5,True,False
ইসলাম,gpt2,\xe0\xa6|\x87|\xe0\xa6|\xb8|\xe0\xa6|\xb2|\xe0\xa6|\xbe|\xe0\xa6|\xae,10,9,0.666667,5,1,0,0.666667,0.0,4,5,True,False
ইসলাম,byt5,\xe0|\xa6|\x87|\xe0|\xa6|\xb8|\xe0|\xa6|\xb2|\xe0|\xa6|\xbe|\xe0|\xa6|\xae,15,14,0.785714,10,1,0,0.666667,0.0,4,5,True,False
ইসলাম,tigerllm,ইসলাম,1,0,0.0,0,0,0,0.333333,0.0,4,5,True,False
ইসলাম,banglat5,ইসলাম,1,0,0.0,0,0,0,0.333333,0.0,4,5,True,False
এতে,llama3,\xe0\xa6|\x8f|\xe0\xa6|\xa4|ে,5,4,0.75,2,1,0,0.0,0.0,2,3,True,False
এতে,gpt2,\xe0\xa6|\x8f|\xe0\xa6|\xa4|\xe0|\xa7|\x87,7,6,0.833333,4,1,0,0.0,0.0,2,3,True,False
এতে,byt5,\xe0|\xa6|\x8f|\xe0|\xa6|\xa4|\xe0|\xa7|\x87,9,8,0.875,6,1,0,0.0,0.0,2,3,True,False
এতে,tigerllm,এ|তে,2,1,0.0,0,0,0,0.0,0.0,2,3,True,False
এতে,banglat5,এতে,1,0,0.0,0,0,0,1.0,0.0,2,3,True,False
এসব,llama3,\xe0\xa6|\x8f|\xe0\xa6|\xb8|\xe0\xa6|\xac,6,5,0.6,3,0,0,0.5,0.0,3,4,True,False
এসব,gpt2,\xe0\xa6|\x8f|\xe0\xa6|\xb8|\xe0\xa6|\xac,6,5,0.6,3,0,0,0.5,0.0,3,4,True,False
এসব,byt5,\xe0|\xa6|\x8f|\xe0|\xa6|\xb8|\xe0|\xa6|\xac,9,8,0.75,6,0,0,0.5,0.0,3,4,True,False
এসব,tigerllm,এ|সব,2,1,0.0,0,0,0,0.0,0.0,3,4,True,False
এসব,banglat5,এসব,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
করলে,llama3,\xe0\xa6|\x95|র|\xe0\xa6|\xb2|ে,6,5,0.6,2,1,0,0.5,0.0,3,5,True,False
করলে,gpt2,\xe0\xa6|\x95|\xe0\xa6|\xb0|\xe0\xa6|\xb2|\xe0|\xa7|\x87,9,8,0.75,5,1,0,0.5,0.0,3,5,True,False
করলে,byt5,\xe0|\xa6|\x95|\xe0|\xa6|\xb0|\xe0|\xa6|\xb2|\xe0|\xa7|\x87,12,11,0.818182,8,1,0,0.5,0.0,3,5,True,False
করলে,tigerllm,কর|লে,2,1,0.0,0,0,0,0.0,0.0,3,5,True,False
করলে,banglat5,করলে,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
নিশ্চিত,llama3,ন|ি\xe0\xa6|\xb6|্\xe0\xa6|\x9a|ি\xe0\xa6|\xa4,7,6,1.0,3,2,1,0.0,1.0,3,6,True,False
নিশ্চিত,gpt2,\xe0\xa6|\xa8|\xe0\xa6|\xbf|\xe0\xa6|\xb6|\xe0|\xa7|\x8d|\xe0\xa6|\x9a|\xe0\xa6|\xbf|\xe0\xa6|\xa4,15,14,0.857143,8,2,2,1.0,1.0,3,6,True,False
নিশ্চিত,byt5,\xe0|\xa6|\xa8|\xe0|\xa6|\xbf|\xe0|\xa6|\xb6|\xe0|\xa7|\x8d|\xe0|\xa6|\x9a|\xe0|\xa6|\xbf|\xe0|\xa6|\xa4,21,20,0.9,14,2,2,1.0,1.0,3,6,True,False
নিশ্চিত,tigerllm,নি|শ্চ|িত,3,2,0.5,0,1,0,0.5,1.0,3,6,True,False
নিশ্চিত,banglat5,নিশ্চিত,1,0,0.0,0,0,0,0.0,1.0,3,6,True,False
পারি,llama3,\xe0\xa6|\xaa|া\xe0\xa6|\xb0|ি,5,4,1.0,2,2,0,1.0,0.0,2,4,True,False
পারি,gpt2,\xe0\xa6|\xaa|\xe0\xa6|\xbe|\xe0\xa6|\xb0|\xe0\xa6|\xbf,8,7,0.857143,4,2,0,0.0,0.0,2,4,True,False
পারি,byt5,\xe0|\xa6|\xaa|\xe0|\xa6|\xbe|\xe0|\xa6|\xb0|\xe0|\xa6|\xbf,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
পারি,tigerllm,প|ারি,2,1,1.0,0,1,0,1.0,0.0,2,4,True,False
পারি,banglat5,পারি,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
বের,llama3,\xe0\xa6|\xac|ে|র,4,3,0.666667,1,1,0,1.0,0.0,2,3,True,False
বের,gpt2,\xe0\xa6|\xac|\xe0|\xa7|\x87|\xe0\xa6|\xb0,7,6,0.833333,4,1,0,1.0,0.0,2,3,True,False
বের,byt5,\xe0|\xa6|\xac|\xe0|\xa7|\x87|\xe0|\xa6|\xb0,9,8,0.875,6,1,0,1.0,0.0,2,3,True,False
বের,tigerllm,বের,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
বের,banglat5,বের,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
