সত্য	s o t̪ . t̪ o	5.32
সম্পাদক	ʃ ɔ m . p a . d̪ o k	5.32
সামরিক	ʃ a . m o . r i k	5.32
হতো	h o . t̪ o	5.32
অনলাইন	ɔ n . l ai̯ n	5.31
এরা	e . r a	5.31
করব	k o r . b o	5.31
কার্যক্রম	k a r . dʒ o . k r o m	5.31
গ্রামে	g r a . m e	5.31
জানেন	dʒ a . n e n	5.31
জায়গায়	dʒ ae̯ . g ae̯	5.31
দূরে	d̪ u . r e	5.31
নভেম্বর	n ɔ . bʱ e m . b ɔ r	5.31
নেয়া	n e . a	5.31
প্রথমে	p r o . t̪ʰ o . m e	5.31
প্রমাণ	p r o . m a n	5.31
প্রিয়	p r i . o	5.31
সরাসরি	ʃ ɔ . r a . s o . r i	5.31
সেবা	ʃ e . b a	5.31
অনুষ্ঠান	o . n u s . ʈʰ a n	5.30
কিংবা	k i ŋ . b a	5.30
জানে	dʒ a . n e	5.30
টাকার	ʈ a . k a r	5.30
তাদেরকে	t̪ a . d̪ e r . k e	5.30
নষ্ট	n ɔ ʃ . ʈ o	5.30
নিচে	n i . tʃ e	5.30
নির্বাচনের	n i r . b a . tʃ ɔ . n e r	5.30
পাবেন	p a . b e n	5.30
পেয়েছে	p e . e . tʃʰ e	5.30
বাজার	b a . dʒ a r	5.30
বাহিনী	b a . h i . n i	5.30
মিথ্যা	m i t̪ . t̪ʰ a	5.30
যাদের	dʒ a . d̪ e r	5.30
অস্ত্র	ɔ s . t̪ r o	5.29
আক্রান্ত	a k . r a n . t̪ o	5.29
ইসলামী	i s . l a . m i	5.29
কখনও	k ɔ . kʰ o . n o	5.29
করলাম	k o r . l a m	5.29
করো	k ɔ . r o	5.29
তোমরা	t̪ o m . r a	5.29
দেখার	d̪ æ . kʰ a r	5.29
নিয়ন্ত্রণ	n i . o n . t̪ r o n	5.29
নির্মাণ	n i r . m a n	5.29
পরিচয়	p o . r i . tʃ ɔe̯	5.29
পরিমাণ	p o . r i . m a n	5.29
পাবে	p a . b e	5.29
প্রভাব	p r o . bʱ a b	5.29
বয়স	b oe̯ . o ʃ	5.29
বল	b ɔ l	5.29
ব্যক্তিগত	b æ k . t̪ i . g ɔ . t̪ o	5.29
ভূমিকা	bʱ u . m i . k a	5.29
মানুষকে	m a . n u ʃ . k e	5.29
মাসের	m a ʃ . e r	5.29
রাজধানী	r a dʒ . d̪ʱ a . n i	5.29
লীগের	l i . g e r	5.29
সিলেট	s i . l e ʈ	5.29
স্বপ্ন	ʃ ɔ p . n o	5.29
হলেন	h o . l e n	5.29
অনুসারে	o . n u . ʃ a . r e	5.28
আঘাত	a . gʱ a t̪	5.28
আজকে	a dʒ . k e	5.28
আসার	a . ʃ a r	5.28
কষ্ট	k ɔ ʃ . ʈ o	5.28
কালো	k a . l o	5.28
ধ্বংস	d̪ʱ ɔ ŋ . ʃ o	5.28
নারীদের	n a . r i . d̪ e r	5.28
প্রযুক্তি	p r o . dʒ u k . t̪ i	5.28
বাদ	b a d̪	5.28
বিদ্যুৎ	b i d̪ . d̪ u t̪	5.28
বিপক্ষে	b i . p ɔ k . kʰ e	5.28
বিশাল	b i . ʃ a l	5.28
যথেষ্ট	dʒ ɔ . t̪ʰ e ʃ . ʈ o	5.28
রকম	r ɔ . k o m	5.28
শান্তি	ʃ a n . t̪ i	5.28
সন্তান	ʃ ɔ n . t̪ a n	5.28
সমর্থন	ʃ ɔ . m o r . t̪ʰ o n	5.28
সর্বোচ্চ	ʃ ɔ r . b o tʃ . tʃ o	5.28
অবস্থিত	ɔ . b o s . t̪ʰ i . t̪ o	5.27
আন্দোলনের	a n . d̪ o . l ɔ . n e r	5.27
আরব	a . r ɔ b	5.27
উৎসব	u t̪ . ʃ ɔ b	5.27
এতো	æ . t̪ o	5.27
চৌধুরী	tʃ ou̯ . d̪ʱ u . r i	5.27
ডলার	ɖ o . l a r	5.27
তাঁদের	t̪ a . d̪ e r	5.27
তালিকা	t̪ a . l i . k a	5.27
তৈরী	t̪ oi̯ . r i	5.27
ধর্ম	d̪ʱ ɔ r . m o	5.27
প্রতিদিন	p r o . t̪ i . d̪ i n	5.27
প্রবেশ	p r o . b e ʃ	5.27
প্রস্তাব	p r o s . t̪ a b	5.27
বলেছে	b o . l e . tʃʰ e	5.27
বিক্ষোভ	b i k . kʰ o bʱ	5.27
বিষয়ক	b i . ʃ ɔe̯ . o k	5.27
ব্যাংক	b æ ŋ k	5.27
মজা	m ɔ . dʒ a	5.27
মিনিট	m i . n i ʈ	5.27
রাজা	r a . dʒ a	5.27
সুবিধা	ʃ u . b i . d̪ʱ a	5.27
অন্তত	ɔ n . t̪ o . t̪ o	5.26
আক্রমণ	a k . r o . m o n	5.26
একদিন	æ k . d̪ i n	5.26
কর্মকর্তা	k ɔ r . m o . k ɔ r . t̪ a	5.26
খুলে	kʰ u . l e	5.26
গ্রাম	g r a m	5.26
গ্রুপ	g r u p	5.26
ডিসেম্বর	ɖ i . s e m . b ɔ r	5.26
বরং	b ɔ . r o ŋ	5.26
বলছেন	b o l . tʃʰ e n	5.26
বাহিনীর	b a . h i . n i r	5.26
ব্যাপার	b æ . p a r	5.26
ভিন্ন	bʱ i n . n o	5.26
শক্তিশালী	ʃ o k . t̪ i . ʃ a . l i	5.26
সংগ্রহ	ʃ ɔ ŋ . g r o . h o	5.26
অভিযান	o . bʱ i . dʒ a n	5.25
আল্লাহ	a l . l a h	5.25
একা	æ . k a	5.25
এভাবে	e . bʱ a . b e	5.25
কমিটি	k ɔ . m i . ʈ i	5.25
চোখে	tʃ o . kʰ e	5.25
জানান	dʒ a . n a n	5.25
টিভি	ʈ i . bʱ i	5.25
ঢাকার	ɖʱ a . k a r	5.25
তৃতীয়	t̪ r i . t̪ i . o	5.25
নিয়েছে	n i . e . tʃʰ e	5.25
পদে	p ɔ . d̪ e	5.25
প্রতিবাদ	p r o . t̪ i . b a d̪	5.25
মোট	m o ʈ	5.25
রাস্তায়	r a s . t̪ ae̯	5.25
আজকের	a dʒ . k e r	5.24
আবেদন	a . b e . d̪ o n	5.24
আসুন	a . ʃ u n	5.24
গ্রামের	g r a m . e r	5.24
চুক্তি	tʃ u k . t̪ i	5.24
জনগণের	dʒ ɔ . n o . g ɔ . n e r	5.24
জনের	dʒ ɔ . n e r	5.24
ধর্মীয়	d̪ʱ o r . m i . o	5.24
নাগরিক	n a . g o . r i k	5.24
নানা	n a . n a	5.24
নিজ	n i dʒ	5.24
পরিচালনা	p o . r i . tʃ a . l o . n a	5.24
বাকি	b a . k i	5.24
বেঁচে	b e . tʃ e	5.24
মন্তব্য	m ɔ n . t̪ o b . b o	5.24
মহান	m ɔ . h a n	5.24
মেনে	m e . n e	5.24
লাল	l a l	5.24
সকালে	ʃ ɔ . k a . l e	5.24
সমাজ	s ɔ . m a dʒ	5.24
হার	h a r	5.24
আগুন	a . g u n	5.23
উপস্থিত	u . p o s . t̪ʰ i t̪	5.23
এস	e s	5.23
করবো	k o r . b o	5.23
কর্মী	k o r . m i	5.23
কীভাবে	k i . bʱ a . b e	5.23
ক্ষতি	kʰ o . t̪ i	5.23
খালেদা	kʰ a . l e . d̪ a	5.23
খেলার	kʰ æ . l a r	5.23
গঠন	g ɔ . ʈʰ o n	5.23
ঘটনার	gʱ ɔ . ʈ o . n a r	5.23
তেমন	t̪ æ . m o n	5.23
দাও	d̪ ao̯	5.23
প্রাক্তন	p r a k . t̪ o n	5.23
বর্ণনা	b ɔ r . n o . n a	5.23
মূল্য	m u l . l o	5.23
মৃত	m r i . t̪ o	5.23
রাখে	r a . kʰ e	5.23
শহীদ	ʃ o . h i d̪	5.23
সফল	ʃ ɔ . f o l	5.23
হামলার	h a m . l a r	5.23
অধীনে	o . d̪ʱ i n . e	5.22
অনুমতি	o . n u . m o . t̪ i	5.22
ইন্টারনেট	i n . ʈ a r . n e ʈ	5.22
কার	k a r	5.22
খুশি	kʰ u . ʃ i	5.22
গ্রেপ্তার	g r e p . t̪ a r	5.22
চালিয়ে	tʃ a . l i . e	5.22
তোমাদের	t̪ o . m a . d̪ e r	5.22
নিরাপদ	n i . r a . p ɔ d̪	5.22
প্রস্তুত	p r o s . t̪ u t̪	5.22
বিভাগ	b i . bʱ a g	5.22
মাছ	m a tʃʰ	5.22
শিল্প	ʃ i l . p o	5.22
অত্যন্ত	o t̪ . t̪ o n . t̪ o	5.21
অনুষ্ঠানে	o . n u ʃ . ʈʰ a . n e	5.21
অর্থনৈতিক	ɔ r . t̪ʰ o . n oi̯ . t̪ i k	5.21
কবি	k o . b i	5.21
কেটে	k e . ʈ e	5.21
চাইলে	tʃ ai̯ . l e	5.21
ছবির	tʃʰ o . b i r	5.21
তাঁকে	t̪ a . k e	5.21
তিনটি	t̪ i n . ʈ i	5.21
ধীরে	d̪ʱ i . r e	5.21
পরিষ্কার	p o . r i ʃ . k a r	5.21
পরের	p ɔ . r e r	5.21
বললেন	b o l . l e n	5.21
বাবার	b a . b a r	5.21
ভর্তি	bʱ o r . t̪ i	5.21
মালিক	m a . l i k	5.21
রিপোর্ট	r i . p o r ʈ	5.21
রেকর্ড	r e . k o r ɖ	5.21
শত	ʃ ɔ . t̪ o	5.21
সংগঠন	ʃ ɔ ŋ . g ɔ . ʈʰ o n	5.21
সম্মান	ʃ ɔ m . m a n	5.21
সরকারী	s o r . k a . r i	5.21
সর্বশেষ	s ɔ r . b o . ʃ e ʃ	5.21
স্বামী	ʃ a . m i	5.21
হক	h ɔ k	5.21
হবার	h ɔ . b a r	5.21
অপরাধ	ɔ . p ɔ . r a d̪ʱ	5.20
আদালত	a . d̪ a . l ɔ t̪	5.20
এগুলো	e . g u . l o	5.20
কমিটির	k ɔ . m i . ʈ i r	5.20
ক্ষমা	kʰ ɔ . m a	5.20
ঘুরে	gʱ u . r e	5.20
ছিলাম	tʃʰ i . l a m	5.20
জাতির	dʒ a . t̪ i r	5.20
জেনারেল	dʒ e . n a . r e l	5.20
তাঁরা	t̪ a . r a	5.20
দিলে	d̪ i . l e	5.20
দূর	d̪ u r	5.20
নিজে	n i . dʒ e	5.20
নিন	n i n	5.20
নির্বাচনী	n i r . b a . tʃ o . n i	5.20
পার	p a r	5.20
ফেসবুকে	f e s . b u . k e	5.20
বলি	b o . l i	5.20
ব্যবহৃত	b æ . b o . h r i . t̪ o	5.20
ব্যর্থ	b æ r . t̪ʰ o	5.20
যত	dʒ ɔ . t̪ o	5.20
যাকে	dʒ a . k e	5.20
শাস্তি	ʃ a s . t̪ i	5.20
শুনে	ʃ u . n e	5.20
সমাধান	s ɔ . m a . d̪ʱ a n	5.20
সম্ভবত	s ɔ m . bʱ o . b ɔ . t̪ o	5.20
স্বাধীন	ʃ a . d̪ʱ i n	5.20
হোসেন	h o . s e n	5.20
করল	k o r . l o	5.19
করলেন	k o r . l e n	5.19
করেই	k o . r ei̯	5.19
কল	k o l	5.19
কাল	k a l	5.19
কাহিনী	k a . h i . n i	5.19
কিছুটা	k i . tʃʰ u . ʈ a	5.19
পরিবেশ	p o . r i . b e ʃ	5.19
পেছনে	p e . tʃʰ o . n e	5.19
প্রকল্প	p r o . k ɔ l . p o	5.19
মিলিয়ন	m i . l i . o n	5.19
সংস্কৃতি	ʃ ɔ ŋ s . k r i . t̪ i	5.19
সম্পূর্ণ	s ɔ m . p u r . n o	5.19
হয়ত	h ɔe̯ . t̪ o	5.19
হাসান	h a . s a n	5.19
হুমকি	h u m . k i	5.19
অংশগ্রহণ	ɔ ŋ . ʃ o . g r o . h o n	5.18
অতিরিক্ত	o . t̪ i . r i k . t̪ o	5.18
আবু	a . b u	5.18
কুমার	k u . m a r	5.18
গতকাল	g ɔ . t̪ o . k a l	5.18
গুলো	g u . l o	5.18
তারিখ	t̪ a . r i kʰ	5.18
দলে	d̪ ɔ . l e	5.18
নিউ	n iu̯	5.18
পোস্ট	p o s ʈ	5.18
বি	b i	5.18
যুদ্ধের	dʒ u d̪ . d̪ʱ e r	5.18
রে	r e	5.18
শিক্ষার্থী	ʃ i k . kʰ a r . t̪ʰ i	5.18
সংক্রান্ত	s ɔ ŋ . k r a n . t̪ o	5.18
সম্পন্ন	ʃ ɔ m . p o n . n o	5.18
সাল	ʃ a l	5.18
হত	h o . t̪ o	5.18
আ	a	5.17
আদেশ	a . d̪ e ʃ	5.17
খেতে	kʰ e . t̪ e	5.17
গেলো	g æ . l o	5.17
ঘর	gʱ ɔ r	5.17
চুরি	tʃ u . r i	5.17
তদন্ত	t̪ ɔ . d̪ o n . t̪ o	5.17
নদী	n o . d̪ i	5.17
নদীর	n o . d̪ i r	5.17
নিষিদ্ধ	n i . ʃ i d̪ . d̪ʱ o	5.17
পরিষদ	p o . r i . ʃ ɔ d̪	5.17
প্রচার	p r o . tʃ a r	5.17
ফল	f ɔ l	5.17
বাজারে	b a . dʒ a . r e	5.17
মিস	m i s	5.17
ম্যাচ	m æ tʃ	5.17
যুক্তরাষ্ট্র	dʒ u k . t̪ o . r a s . ʈ r o	5.17
শ্রমিক	ʃ r o . m i k	5.17
সক্ষম	ʃ ɔ k . kʰ o m	5.17
সভা	ʃ ɔ . bʱ a	5.17
হা	h a	5.17
অঞ্চলের	ɔ n . tʃ ɔ . l e r	5.16
অনেকেই	ɔ . n e . k ei̯	5.16
অভিনয়	o . bʱ i . n oe̯	5.16
অভিযোগে	o . bʱ i . dʒ o . g e	5.16
কারনে	k a . r o n . e	5.16
কার্যকর	k a r . dʒ o . k ɔ r	5.16
খরচ	kʰ ɔ . r o tʃ	5.16
গভীর	g o . bʱ i r	5.16
গেছেন	g æ . tʃʰ e n	5.16
চা	tʃ a	5.16
চিকিৎসা	tʃ i . k i t̪ . ʃ a	5.16
চীন	tʃ i n	5.16
ছবিতে	tʃʰ o . b i . t̪ e	5.16
দেব	d̪ e b	5.16
পক্ষ	p ɔ k . kʰ o	5.16
পূর্ণ	p u r . n o	5.16
ফলাফল	f ɔ . l a . f ɔ l	5.16
বাধ্য	b a d̪ . d̪ʱ o	5.16
ভাষার	bʱ a . ʃ a r	5.16
মূলত	m u . l o . t̪ o	5.16
যাত্রা	dʒ a t̪ . r a	5.16
রাজনীতি	r a dʒ . n i . t̪ i	5.16
সেনা	ʃ e . n a	5.16
স্কুলে	s k u . l e	5.16
হঠাৎ	h ɔ . ʈʰ a t̪	5.16
আটকে	a ʈ . k e	5.15
আমিও	a . m i . o	5.15
আমেরিকান	a . m e . r i . k a n	5.15
ইংরেজি	i ŋ . r e . dʒ i	5.15
করত	k o r . t̪ o	5.15
খোলা	kʰ o . l a	5.15
গরম	g ɔ . r o m	5.15
গোপন	g o . p o n	5.15
ঘন্টা	gʱ ɔ n . ʈ a	5.15
দে	d̪ e	5.15
দৈনিক	d̪ oi̯ . n i k	5.15
পবিত্র	p o . b i t̪ . r o	5.15
পোশাক	p o . ʃ a k	5.15
প্রতিবেদন	p r o . t̪ i . b e . d̪ o n	5.15
বাংলার	b a ŋ . l a r	5.15
ব্যবসা	b æ b . ʃ a	5.15
মাঠে	m a . ʈʰ e	5.15
মামলার	m a m . l a r	5.15
যেসব	dʒ e . ʃ ɔ b	5.15
রক্ত	r ɔ k . t̪ o	5.15
শীর্ষ	ʃ i r . ʃ o	5.15
হিন্দু	h i n . d̪ u	5.15
হে	h e	5.15
অন্যদিকে	o n . n o . d̪ i . k e	5.14
অবশ্য	ɔ . b o ʃ . ʃ o	5.14
আনন্দ	a . n o n . d̪ o	5.14
আনা	a . n a	5.14
আলো	a . l o	5.14
ইচ্ছা	i tʃ . tʃʰ a	5.14
ইন	i n	5.14
কবিতা	k o . b i . t̪ a	5.14
কোথাও	k o . t̪ʰ ao̯	5.14
খাদ্য	kʰ a d̪ . d̪ o	5.14
ঘটেছে	gʱ ɔ . ʈ e . tʃʰ e	5.14
ছয়	tʃʰ ɔe̯	5.14
জানুয়ারি	dʒ a . n u . a . r i	5.14
টেস্ট	ʈ e s ʈ	5.14
তালিকায়	t̪ a . l i . k a	5.14
নিয়মিত	n i . o . m i . t̪ o	5.14
নেন	n æ n	5.14
পুনরায়	p u . n o . r ae̯	5.14
বঙ্গবন্ধু	b o ŋ . g o . b o n . d̪ʱ u	5.14
বহু	b o . h u	5.14
বাতিল	b a . t̪ i l	5.14
বিখ্যাত	b i k . kʰ æ . t̪ o	5.14
বোন	b o n	5.14
মুখোমুখি	m u . kʰ o . m u . kʰ i	5.14
যেহেতু	dʒ e . h e . t̪ u	5.14
শুনতে	ʃ u n . t̪ e	5.14
সম্প্রতি	s ɔ m . p r o . t̪ i	5.14
সাংস্কৃতিক	ʃ a ŋ . s k r i . t̪ i k	5.14
সাদা	ʃ a . d̪ a	5.14
সামান্য	ʃ a . m a n . n o	5.14
স্বীকার	ʃ i . k a r	5.14
অবৈধ	ɔ . b oi̯ . d̪ʱ o	5.13
অসাধারণ	ɔ . ʃ a . d̪ʱ a . r o n	5.13
ইসলামের	i s . l a m . e r	5.13
উদ্দেশ্য	u d̪ . d̪ e ʃ . ʃ o	5.13
উদ্যোগ	u d̪ . d̪ o g	5.13
জাতি	dʒ a . t̪ i	5.13
দখল	d̪ ɔ . kʰ o l	5.13
নিজেই	n i . dʒ ei̯	5.13
পরিস্থিতি	p o . r i s . t̪ʰ i . t̪ i	5.13
পশ্চিম	p o ʃ . tʃ i m	5.13
পাঠানো	p a . ʈʰ a . n o	5.13
পাতা	p a . t̪ a	5.13
পানির	p a . n i r	5.13
ফিরিয়ে	f i . r i . e	5.13
বোমা	b o . m a	5.13
মেয়র	m e . o r	5.13
মেয়ের	m e . e r	5.13
রান	r a n	5.13
সপ্তাহ	ʃ ɔ p . t̪ a . h o	5.13
সহায়তা	ʃ ɔ . h ae̯ . ɔ . t̪ a	5.13
সাত	ʃ a t̪	5.13
সি	s i	5.13
হত্যার	h o t̪ . t̪ a r	5.13
আনতে	a n . t̪ e	5.12
আল্লাহর	a l . l a . h ɔ r	5.12
উচিৎ	u . tʃ i t̪	5.12
উন্নত	u n . n ɔ . t̪ o	5.12
এরকম	e . r ɔ . k o m	5.12
ওঠে	o . ʈʰ e	5.12
করায়	k ɔ . r ai̯	5.12
জানিয়ে	dʒ a . n i . e	5.12
নারীর	n a . r i r	5.12
পদ্ধতি	p ɔ d̪ . d̪ʱ o . t̪ i	5.12
পরিচালিত	p o . r i . tʃ a . l i . t̪ o	5.12
পিতা	p i . t̪ a	5.12
প্রশিক্ষণ	p r o . ʃ i k . kʰ ɔ n	5.12
বিশ্বকাপ	b i ʃ . ʃ o . k a p	5.12
বিশ্ববিদ্যালয়ে	b i ʃ . ʃ o . b i d̪ . d̪ a . l oe̯ . e	5.12
মাদক	m a . d̪ o k	5.12
মানব	m a . n o b	5.12
লাগবে	l a g . b e	5.12
স্থাপন	s t̪ʰ a . p o n	5.12
হাসিনা	h a . s i . n a	5.12
অনুরোধ	o . n u . r o d̪ʱ	5.11
অনেকে	ɔ . n e . k e	5.11
অর্থাৎ	ɔ r . t̪ʰ a t̪	5.11
উঠেছে	u . ʈʰ e . tʃʰ e	5.11
উপলক্ষে	u . p o . l o k . kʰ e	5.11
কলেজের	k ɔ . l e . dʒ e r	5.11
গবেষণা	g ɔ . b e . ʃ o . n a	5.11
গাছ	g a tʃʰ	5.11
ঘণ্টা	gʱ ɔ n . ʈ a	5.11
চাপ	tʃ a p	5.11
চীনের	tʃ i . n e r	5.11
জন্যই	dʒ o n . n oi̯	5.11
ড	ɖ ɔ	5.11
পরিবহন	p o . r i . b ɔ . h o n	5.11
পাই	p ai̯	5.11
প্রতিষ্ঠা	p r o . t̪ i ʃ . ʈʰ a	5.11
ভবন	bʱ ɔ . b o n	5.11
রাজধানীর	r a dʒ . d̪ʱ a . n i r	5.11
রাজশাহী	r a dʒ . ʃ a . h i	5.11
রোগ	r o g	5.11
সমাজের	ʃ ɔ . m a . dʒ e r	5.11
স্বাধীনতার	ʃ a . d̪ʱ i . n ɔ . t̪ a r	5.11
হ্যাঁ	h æ	5.11
অল্প	ɔ l . p o	5.10
আদালতে	a . d̪ a . l ɔ . t̪ e	5.10
আধুনিক	a . d̪ʱ u . n i k	5.10
কম্পিউটার	k ɔ m . p iu̯ . ʈ a r	5.10
করেনি	k ɔ . r e . n i	5.10
কারাগারে	k a . r a . g a . r e	5.10
কোম্পানি	k o m . p a . n i	5.10
গিয়েছে	g i . e . tʃʰ e	5.10
জমি	dʒ o . m i	5.10
জিনিস	dʒ i . n i ʃ	5.10
জেনে	dʒ e . n e	5.10
তরুণ	t̪ o . r u n	5.10
নম্বর	n ɔ m . b o r	5.10
পরামর্শ	p ɔ . r a . m ɔ r . ʃ o	5.10
প্রচুর	p r o . tʃ u r	5.10
প্রতিনিধি	p r o . t̪ i . n i . d̪ʱ i	5.10
বক্তব্য	b ɔ k . t̪ o b . b o	5.10
বাধা	b a . d̪ʱ a	5.10
ভেবে	bʱ e . b e	5.10
মজার	m ɔ . dʒ a r	5.10
মান	m a n	5.10
মামলায়	m a m . l ae̯	5.10
লক্ষ্যে	l o k . kʰ e	5.10
সবসময়	ʃ ɔ b . ʃ o . m ɔe̯	5.10
সমান	ʃ ɔ . m a n	5.10
সম্পদ	ʃ ɔ m . p ɔ d̪	5.10
স্বাভাবিক	ʃ a . bʱ a . b i k	5.10
অধ্যাপক	ɔ d̪ . d̪ʱ a . p ɔ k	5.09
অবশেষে	ɔ . b o . ʃ e . ʃ e	5.09
আইনের	ai̯ . n e r	5.09
কৃষি	k r i . ʃ i	5.09
গুরুত্ব	g u . r u t̪ . t̪ o	5.09
চিহ্নিত	tʃ i n . h i . t̪ o	5.09
চোখের	tʃ o . kʰ e r	5.09
জোর	dʒ o r	5.09
জ্ঞান	g æ n	5.09
ঢাকায়	ɖʱ a . k ae̯	5.09
তীব্র	t̪ i b . r o	5.09
থাকি	t̪ʰ a . k i	5.09
দিবে	d̪ i . b e	5.09
নির্দিষ্ট	n i r . d̪ i ʃ . ʈ o	5.09
পার্টি	p a r . ʈ i	5.09
বিজ্ঞান	b i g . g a n	5.09
ব্যবসায়ী	b æ b . ʃ a . i	5.09
মসজিদ	m o ʃ . dʒ i d̪	5.09
যাক	dʒ a k	5.09
যাচ্ছেন	dʒ a tʃ . tʃʰ e n	5.09
রাতের	r a . t̪ e r	5.09
লম্বা	l ɔ m . b a	5.09
লোকজন	l o k . dʒ o n	5.09
শিক্ষার্থীদের	ʃ i k . kʰ a r . t̪ʰ i . d̪ e r	5.09
শিল্পী	ʃ i l . p i	5.09
সংস্থার	ʃ ɔ ŋ s . t̪ʰ a r	5.09
অনুসরণ	o . n u . ʃ ɔ . r o n	5.08
আসলেই	a . ʃ o . l ei̯	5.08
করলো	k o r . l o	5.08
চলবে	tʃ o l . b e	5.08
চিঠি	tʃ i . ʈʰ i	5.08
জল	dʒ ɔ l	5.08
জানাতে	dʒ a . n a . t̪ e	5.08
জি	dʒ i	5.08
জীবিত	dʒ i . b i . t̪ o	5.08
ডি	ɖ i	5.08
তেল	t̪ e l	5.08
ধরতে	d̪ʱ o r . t̪ e	5.08
নাটক	n a . ʈ o k	5.08
প্রকল্পের	p r o . k ɔ l . p e r	5.08
প্রকৃত	p r o . k r i . t̪ o	5.08
প্রক্রিয়া	p r o k . r i . a	5.08
বলছি	b o l . tʃʰ i	5.08
বাঙালি	b a ŋ . a . l i	5.08
ব্রিটিশ	b r i . ʈ i ʃ	5.08
ভেতরে	bʱ e . t̪ o . r e	5.08
মডেল	m ɔ . ɖ e l	5.08
মধ্যেই	m o d̪ . d̪ʱ ei̯	5.08
মিয়া	m i . a	5.08
মিলে	m i . l e	5.08
লা	l a	5.08
লাশ	l a ʃ	5.08
স্যার	s a r	5.08
অথচ	ɔ . t̪ʰ o . tʃ o	5.07
অনুবাদ	o . n u . b a d̪	5.07
আই	ai̯	5.07
আব্দুল	a b . d̪ u l	5.07
আরেকটি	a . r e k . ʈ i	5.07
উদ্বোধন	u d̪ . b o . d̪ʱ o n	5.07
ওর	o r	5.07
ওরা	o . r a	5.07
করিয়ে	k o . r i . e	5.07
কর্তৃপক্ষ	k o r . t̪ r i . p o k . kʰ o	5.07
কেনো	k e . n o	5.07
গোল	g o l	5.07
ছবিটি	tʃʰ o . b i . ʈ i	5.07
জানানো	dʒ a . n a . n o	5.07
ডাক্তার	ɖ a k . t̪ a r	5.07
দয়া	d̪ ɔe̯ . a	5.07
দারুণ	d̪ a . r u n	5.07
দি	d̪ i	5.07
দিল	d̪ i l	5.07
দ্য	d̪ a	5.07
পরিষদের	p o . r i . ʃ ɔ . d̪ e r	5.07
প্রতিযোগিতা	p r o . t̪ i . dʒ o . g i . t̪ a	5.07
প্রাপ্ত	p r a p . t̪ o	5.07
ফুল	f u l	5.07
বিজয়	b i . dʒ ɔe̯	5.07
ভালোবাসা	bʱ a . l o . b a . ʃ a	5.07
ভেঙে	bʱ e ŋ . e	5.07
মি	m i	5.07
মুহাম্মদ	m u . h a m . m o d̪	5.07
যেভাবে	dʒ e . bʱ a . b e	5.07
লাইন	l ai̯ n	5.07
লাগছে	l a g . tʃʰ e	5.07
শিশুদের	ʃ i . ʃ u . d̪ e r	5.07
সতর্ক	ʃ ɔ . t̪ o r . k o	5.07
সন্দেহ	ʃ ɔ n . d̪ e . h o	5.07
স্থায়ী	s t̪ʰ a . i	5.07
অতি	o . t̪ i	5.06
অনুমোদন	o . n u . m o . d̪ o n	5.06
উক্ত	u k . t̪ o	5.06
কমে	k o . m e	5.06
খালি	kʰ a . l i	5.06
চমৎকার	tʃ ɔ . m o t̪ . k a r	5.06
চলতে	tʃ o l . t̪ e	5.06
জনাব	dʒ ɔ . n a b	5.06
ট্রেন	ʈ r e n	5.06
দশ	d̪ ɔ ʃ	5.06
দান	d̪ a n	5.06
নং	n ɔ ŋ	5.06
নির্যাতন	n i r . dʒ a . t̪ o n	5.06
নীল	n i l	5.06
পরিবর্তনের	p o . r i . b ɔ r . t̪ o . n e r	5.06
সদস্যদের	ʃ ɔ . d̪ o s . s o . d̪ e r	5.06
সমালোচনা	ʃ ɔ . m a . l o . tʃ o . n a	5.06
সাধারণত	ʃ a . d̪ʱ a . r ɔ . n o . t̪ o	5.06
সিরিজ	s i . r i dʒ	5.06
স্কুলের	s k u . l e r	5.06
হবেন	h ɔ . b e n	5.06
আর্থিক	a r . t̪ʰ i k	5.05
আসেন	a . ʃ e n	5.05
উন্নয়নের	u n . n oe̯ . o . n e r	5.05
এইসব	ei̯ . ʃ ɔ b	5.05
একেবারে	æ . k e . b a . r e	5.05
করতেন	k o r . t̪ e n	5.05
জনতা	dʒ ɔ . n o . t̪ a	5.05
জমা	dʒ ɔ . m a	5.05
থানা	t̪ʰ a . n a	5.05
নিয়ম	n i . o m	5.05
নেমে	n e . m e	5.05
প্রস্তুতি	p r o s . t̪ u . t̪ i	5.05
বাংলাদেশী	b a ŋ . l a . d̪ e . ʃ i	5.05
বেছে	b e . tʃʰ e	5.05
ব্যবহারের	b æ . b o . h a . r e r	5.05
ব্যস্ত	b æ s . t̪ o	5.05
ব্যাখ্যা	b æ k . kʰ a	5.05
ভবিষ্যৎ	bʱ o . b i ʃ . ʃ ɔ t̪	5.05
যাচ্ছি	dʒ a tʃ . tʃʰ i	5.05
যাবার	dʒ a . b a r	5.05
যাবেন	dʒ a . b e n	5.05
শরীর	ʃ o . r i r	5.05
শাহ	ʃ a h	5.05
সংশ্লিষ্ট	ʃ ɔ ŋ . ʃ l i ʃ . ʈ o	5.05
সত্যিই	ʃ o t̪ . t̪ ii̯	5.05
অঞ্চলে	ɔ n . tʃ ɔ . l e	5.04
অফিস	ɔ . f i s	5.04
আমেরিকার	a . m e . r i . k a r	5.04
উৎপাদন	u t̪ . p a . d̪ o n	5.04
কারা	k a . r a	5.04
জিজ্ঞেস	dʒ i g . g e ʃ	5.04
