word,phon_vec,syllables,ipa
পরিচালকদের,"[15, 3, 2, 4, 22, 1, 12, 3, 7, 16, 5, 2, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['tʃ', 'a'], ['l', 'o', 'k'], ['d̪', 'e', 'r']]",poritʃalokd̪er
ব্যপক,"[11, 29, 15, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ'], ['p', 'o', 'k']]",bæpok
অঙ্গনে,"[8, 31, 20, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'ŋ'], ['g', 'o'], ['n', 'e']]",ɔŋgone
বিচারপতি,"[11, 4, 22, 1, 2, 15, 3, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['tʃ', 'a', 'r'], ['p', 'o'], ['t̪', 'i']]",bitʃarpot̪i
গণমাধ্যমে,"[20, 8, 6, 3, 13, 1, 16, 25, 3, 13, 5, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ'], ['n', 'o'], ['m', 'a', 'd̪'], ['d̪ʱ', 'o'], ['m', 'e']]",gɔnomad̪d̪ʱome
সম্পর্ককে,"[10, 8, 13, 15, 3, 2, 7, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'm'], ['p', 'o', 'r'], ['k', 'o'], ['k', 'e']]",ʃɔmporkoke
একটা,"[29, 7, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ', 'k'], ['ʈ', 'a']]",ækʈa
এলাকাতে,"[5, 12, 1, 7, 1, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e'], ['l', 'a'], ['k', 'a'], ['t̪', 'e']]",elakat̪e
মুখস্থ,"[13, 14, 24, 8, 19, 30, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u'], ['kʰ', 'ɔ', 's'], ['t̪ʰ', 'o']]",mukʰɔst̪ʰo
তখনই,"[9, 8, 24, 3, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'ɔ'], ['kʰ', 'o'], ['n', 'i']]",t̪ɔkʰoni
অনেকেরই,"[8, 6, 5, 7, 5, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['n', 'e'], ['k', 'e', 'r'], ['i']]",ɔnekeri
লেজ,"[12, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'e', 'dʒ']]",ledʒ
ঘটল,"[34, 3, 17, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['gʱ', 'o', 'ʈ'], ['l', 'o']]",gʱoʈlo
ব্যবহারকারীর,"[11, 29, 11, 3, 21, 1, 2, 7, 1, 2, 4, 2, 0, 0, 0, 0, 0, 0]","[['b', 'æ'], ['b', 'o'], ['h', 'a', 'r'], ['k', 'a'], ['r', 'i', 'r']]",bæboharkarir
কৃষকরা,"[7, 2, 4, 10, 8, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'r', 'i'], ['ʃ', 'ɔ', 'k'], ['r', 'a']]",kriʃɔkra
রক্তদান,"[2, 8, 7, 9, 3, 16, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'ɔ', 'k'], ['t̪', 'o'], ['d̪', 'a', 'n']]",rɔkt̪od̪an
লোকেরা,"[12, 3, 7, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'o'], ['k', 'e'], ['r', 'a']]",lokera
এইট,"[33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ei̯', 'ʈ']]",ei̯ʈ
মিউনিখ,"[13, 41, 6, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'iu̯'], ['n', 'i', 'kʰ']]",miu̯nikʰ
বাথরুমে,"[11, 1, 30, 2, 14, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a', 't̪ʰ'], ['r', 'u'], ['m', 'e']]",bat̪ʰrume
সম্পর্কের,"[10, 8, 13, 15, 3, 2, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'm'], ['p', 'o', 'r'], ['k', 'e', 'r']]",ʃɔmporker
ভাবে,"[23, 1, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'a'], ['b', 'e']]",bʱabe
বৃষ্টির,"[11, 2, 4, 10, 17, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'r', 'i', 'ʃ'], ['ʈ', 'i', 'r']]",briʃʈir
পরিমান,"[15, 3, 2, 4, 13, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['m', 'a', 'n']]",poriman
জীবনের,"[18, 4, 11, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'i'], ['b', 'o'], ['n', 'e', 'r']]",dʒiboner
কাঞ্চন,"[7, 1, 6, 22, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a', 'n'], ['tʃ', 'ɔ', 'n']]",kantʃɔn
এখানেই,"[5, 24, 1, 6, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e'], ['kʰ', 'a'], ['n', 'ei̯']]",ekʰanei̯
গুলো,"[20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'u'], ['l', 'o']]",gulo
উপ,"[14, 15, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['p', 'o']]",upo
উপত্যকার,"[14, 15, 8, 9, 9, 8, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['p', 'ɔ', 't̪'], ['t̪', 'ɔ'], ['k', 'a', 'r']]",upɔt̪t̪ɔkar
আচ্ছন্ন,"[1, 22, 28, 8, 6, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'tʃ'], ['tʃʰ', 'ɔ', 'n'], ['n', 'o']]",atʃtʃʰɔnno
বিশেষত,"[11, 4, 10, 5, 10, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['ʃ', 'e'], ['ʃ', 'ɔ'], ['t̪', 'o']]",biʃeʃɔt̪o
শাসন,"[10, 1, 10, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['ʃ', 'o', 'n']]",ʃaʃon
দেশনেত্রী,"[16, 5, 10, 6, 5, 9, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'e', 'ʃ'], ['n', 'e', 't̪'], ['r', 'i']]",d̪eʃnet̪ri
ফুটেজ,"[27, 14, 17, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'u'], ['ʈ', 'e', 'dʒ']]",fuʈedʒ
পর্যটকরা,"[15, 8, 2, 18, 3, 17, 8, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'ɔ', 'r'], ['dʒ', 'o'], ['ʈ', 'ɔ', 'k'], ['r', 'a']]",pɔrdʒoʈɔkra
কতদিন,"[7, 8, 9, 3, 16, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ'], ['t̪', 'o'], ['d̪', 'i', 'n']]",kɔt̪od̪in
করেছি,"[7, 3, 2, 5, 28, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o'], ['r', 'e'], ['tʃʰ', 'i']]",koretʃʰi
সবগুলো,"[10, 8, 11, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'b'], ['g', 'u'], ['l', 'o']]",ʃɔbgulo
কাজও,"[7, 1, 18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a', 'dʒ'], ['o']]",kadʒo
মুবারক,"[13, 14, 11, 1, 2, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u'], ['b', 'a'], ['r', 'ɔ', 'k']]",mubarɔk
পারস্য,"[15, 1, 2, 3, 10, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a'], ['r', 'o', 'ʃ'], ['ʃ', 'o']]",paroʃʃo
সেতুমন্ত্রী,"[10, 5, 9, 14, 13, 3, 6, 9, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'e'], ['t̪', 'u'], ['m', 'o', 'n'], ['t̪', 'r', 'i']]",ʃet̪umont̪ri
দলই,"[16, 8, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ', 'l'], ['i']]",d̪ɔli
নিয়েও,"[6, 4, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['eo̯']]",nieo̯
নীরব,"[6, 4, 2, 8, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['r', 'ɔ', 'b']]",nirɔb
বেস,"[11, 5, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'e', 's']]",bes
বিধবা,"[11, 4, 25, 3, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['d̪ʱ', 'o'], ['b', 'a']]",bid̪ʱoba
সভা,"[10, 8, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['bʱ', 'a']]",ʃɔbʱa
আগমনে,"[1, 20, 3, 13, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['g', 'o'], ['m', 'o'], ['n', 'e']]",agomone
হোমসের,"[21, 3, 13, 19, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'o', 'm'], ['s', 'e', 'r']]",homser
আক্রমনের,"[1, 7, 2, 3, 13, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'k'], ['r', 'o'], ['m', 'o'], ['n', 'e', 'r']]",akromoner
নিয়েছে,"[6, 4, 5, 28, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['e'], ['tʃʰ', 'e']]",nietʃʰe
সালাহ,"[19, 1, 12, 1, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'a'], ['l', 'a', 'h']]",salah
সরঞ্জাম,"[10, 8, 2, 3, 6, 18, 1, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['r', 'o', 'n'], ['dʒ', 'a', 'm']]",ʃɔrondʒam
ব্যাজ,"[11, 29, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ', 'dʒ']]",bædʒ
নিরবতা,"[6, 4, 2, 8, 11, 8, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['r', 'ɔ'], ['b', 'ɔ'], ['t̪', 'a']]",nirɔbɔt̪a
নিজেরই,"[6, 4, 18, 5, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['dʒ', 'e', 'r'], ['i']]",nidʒeri
ব্যতীত,"[11, 29, 9, 4, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ'], ['t̪', 'i'], ['t̪', 'o']]",bæt̪it̪o
অন্ধ,"[8, 6, 25, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'n'], ['d̪ʱ', 'o']]",ɔnd̪ʱo
লক্ষণ,"[12, 8, 7, 24, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'ɔ', 'k'], ['kʰ', 'o', 'n']]",lɔkkʰon
মানব,"[13, 1, 6, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a'], ['n', 'o', 'b']]",manob
ইন্না,"[4, 6, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 'n'], ['n', 'a']]",inna
মুজিব,"[13, 14, 18, 4, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u'], ['dʒ', 'i', 'b']]",mudʒib
বিতরন,"[11, 4, 9, 8, 2, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['t̪', 'ɔ'], ['r', 'o', 'n']]",bit̪ɔron
কুষ্টিয়ার,"[7, 14, 10, 17, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'u', 'ʃ'], ['ʈ', 'i'], ['a', 'r']]",kuʃʈiar
চলমান,"[22, 8, 12, 3, 13, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'ɔ'], ['l', 'o'], ['m', 'a', 'n']]",tʃɔloman
একতা,"[29, 7, 3, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ'], ['k', 'o'], ['t̪', 'a']]",ækot̪a
প্রদানে,"[15, 2, 3, 16, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['d̪', 'a'], ['n', 'e']]",prod̪ane
পরিচালনার,"[15, 3, 2, 4, 22, 1, 12, 3, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['tʃ', 'a'], ['l', 'o'], ['n', 'a', 'r']]",poritʃalonar
সংযত,"[10, 8, 31, 18, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'ŋ'], ['dʒ', 'ɔ'], ['t̪', 'o']]",ʃɔŋdʒɔt̪o
বছরগুলোতে,"[11, 8, 28, 3, 2, 20, 14, 12, 3, 9, 5, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ'], ['tʃʰ', 'o', 'r'], ['g', 'u'], ['l', 'o'], ['t̪', 'e']]",bɔtʃʰorgulot̪e
কলমে,"[7, 8, 12, 3, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ'], ['l', 'o'], ['m', 'e']]",kɔlome
অন্যতম,"[3, 6, 6, 3, 9, 8, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o', 'n'], ['n', 'o'], ['t̪', 'ɔ'], ['m', 'o']]",onnot̪ɔmo
ব্যবহারকারীদের,"[11, 29, 11, 3, 21, 1, 2, 7, 1, 2, 4, 16, 5, 2, 0, 0, 0, 0]","[['b', 'æ'], ['b', 'o'], ['h', 'a', 'r'], ['k', 'a'], ['r', 'i'], ['d̪', 'e', 'r']]",bæboharkarid̪er
কয়টা,"[7, 45, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔe̯'], ['ʈ', 'a']]",kɔe̯ʈa
আর্মড,"[1, 2, 13, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'r', 'm', 'ɖ']]",armɖ
হইল,"[21, 35, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'oi̯'], ['l', 'o']]",hoi̯lo
লেখক,"[12, 5, 24, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'e'], ['kʰ', 'o', 'k']]",lekʰok
বোস,"[11, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'o', 'ʃ']]",boʃ
নাচবে,"[6, 1, 22, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'a', 'tʃ'], ['b', 'e']]",natʃbe
পোস্টে,"[15, 3, 19, 17, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o', 's'], ['ʈ', 'e']]",posʈe
কবি,"[7, 3, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o'], ['b', 'i']]",kobi
মুজিবনগর,"[13, 14, 18, 4, 11, 6, 8, 20, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u'], ['dʒ', 'i', 'b'], ['n', 'ɔ'], ['g', 'o', 'r']]",mudʒibnɔgor
চলেছি,"[22, 3, 12, 5, 28, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'o'], ['l', 'e'], ['tʃʰ', 'i']]",tʃoletʃʰi
বাবর,"[11, 1, 11, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['b', 'o', 'r']]",babor
আহরণ,"[1, 21, 3, 2, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['h', 'o'], ['r', 'ɔ', 'n']]",ahorɔn
নিস্তার,"[6, 4, 19, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i', 's'], ['t̪', 'a', 'r']]",nist̪ar
সালেহ,"[19, 1, 12, 5, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'a'], ['l', 'e', 'h']]",saleh
জনকে,"[18, 8, 6, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'ɔ', 'n'], ['k', 'e']]",dʒɔnke
অপারেটিং,"[8, 15, 1, 2, 5, 17, 4, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['p', 'a'], ['r', 'e'], ['ʈ', 'i', 'ŋ']]",ɔpareʈiŋ
এরপরেও,"[5, 2, 15, 8, 2, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e', 'r'], ['p', 'ɔ'], ['r', 'eo̯']]",erpɔreo̯
তোমরাই,"[9, 3, 13, 2, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'o', 'm'], ['r', 'ai̯']]",t̪omrai̯
চাঁদপুরের,"[22, 1, 16, 15, 14, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'a', 'd̪'], ['p', 'u'], ['r', 'e', 'r']]",tʃad̪purer
অপকর্ম,"[8, 15, 3, 7, 8, 2, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['p', 'o'], ['k', 'ɔ', 'r'], ['m', 'o']]",ɔpokɔrmo
নিহতের,"[6, 4, 21, 8, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['h', 'ɔ'], ['t̪', 'e', 'r']]",nihɔt̪er
স্বর্গ,"[10, 8, 2, 20, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'r'], ['g', 'o']]",ʃɔrgo
পুরুষরা,"[15, 14, 2, 14, 10, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u'], ['r', 'u', 'ʃ'], ['r', 'a']]",puruʃra
কুত্তা,"[7, 14, 9, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'u', 't̪'], ['t̪', 'a']]",kut̪t̪a
সমস্যাটি,"[10, 8, 13, 3, 10, 10, 1, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['m', 'o', 'ʃ'], ['ʃ', 'a'], ['ʈ', 'i']]",ʃɔmoʃʃaʈi
ভর্তি,"[23, 3, 2, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'o', 'r'], ['t̪', 'i']]",bʱort̪i
শীঘ্রই,"[10, 4, 34, 2, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'i', 'gʱ'], ['r', 'oi̯']]",ʃigʱroi̯
অপছন্দ,"[8, 15, 8, 28, 3, 6, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['p', 'ɔ'], ['tʃʰ', 'o', 'n'], ['d̪', 'o']]",ɔpɔtʃʰond̪o
দর্শকরা,"[16, 8, 2, 10, 3, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ', 'r'], ['ʃ', 'o', 'k'], ['r', 'a']]",d̪ɔrʃokra
ইউজ,"[50, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i̯u', 'dʒ']]",i̯udʒ
স্রষ্টার,"[19, 2, 3, 19, 17, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'r', 'o', 's'], ['ʈ', 'a', 'r']]",srosʈar
মতিউর,"[13, 3, 9, 4, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'o'], ['t̪', 'i'], ['u', 'r']]",mot̪iur
গন্তব্য,"[20, 3, 6, 9, 3, 11, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'o', 'n'], ['t̪', 'o', 'b'], ['b', 'o']]",gont̪obbo
কলার,"[7, 8, 12, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ'], ['l', 'a', 'r']]",kɔlar
পরিবেষ্টিত,"[15, 3, 2, 4, 11, 5, 10, 17, 4, 9, 3, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['b', 'e', 'ʃ'], ['ʈ', 'i'], ['t̪', 'o']]",poribeʃʈit̪o
উপকারী,"[14, 15, 3, 7, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['p', 'o'], ['k', 'a'], ['r', 'i']]",upokari
স্পট,"[19, 15, 3, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'p', 'o', 'ʈ']]",spoʈ
অধিদপ্তরের,"[3, 25, 4, 16, 8, 15, 9, 8, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['d̪ʱ', 'i'], ['d̪', 'ɔ', 'p'], ['t̪', 'ɔ'], ['r', 'e', 'r']]",od̪ʱid̪ɔpt̪ɔrer
গভর্নর,"[20, 8, 23, 3, 2, 6, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ'], ['bʱ', 'o', 'r'], ['n', 'ɔ', 'r']]",gɔbʱornɔr
অনু,"[3, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['n', 'u']]",onu
অপেক্ষা,"[8, 15, 5, 7, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['p', 'e', 'k'], ['kʰ', 'a']]",ɔpekkʰa
কারণের,"[7, 1, 2, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a'], ['r', 'o'], ['n', 'e', 'r']]",karoner
তেজগাঁও,"[9, 5, 18, 20, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'e', 'dʒ'], ['g', 'ao̯']]",t̪edʒgao̯
সবটুকু,"[10, 8, 11, 17, 14, 7, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'b'], ['ʈ', 'u'], ['k', 'u']]",ʃɔbʈuku
সুসজ্জিত,"[10, 14, 10, 3, 18, 18, 4, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u'], ['ʃ', 'o', 'dʒ'], ['dʒ', 'i'], ['t̪', 'o']]",ʃuʃodʒdʒit̪o
গজ,"[20, 8, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ', 'dʒ']]",gɔdʒ
অবমাননা,"[8, 11, 3, 13, 1, 6, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['b', 'o'], ['m', 'a'], ['n', 'o'], ['n', 'a']]",ɔbomanona
উঠেছিল,"[14, 36, 5, 28, 4, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['ʈʰ', 'e'], ['tʃʰ', 'i'], ['l', 'o']]",uʈʰetʃʰilo
আপনারই,"[1, 15, 6, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'p'], ['n', 'a', 'r'], ['i']]",apnari
গুলোতে,"[20, 14, 12, 3, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'u'], ['l', 'o'], ['t̪', 'e']]",gulot̪e
মঞ্চস্থ,"[13, 8, 6, 22, 3, 19, 30, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ', 'n'], ['tʃ', 'o', 's'], ['t̪ʰ', 'o']]",mɔntʃost̪ʰo
সদ্য,"[10, 8, 16, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'd̪'], ['d̪', 'o']]",ʃɔd̪d̪o
চাইছিল,"[22, 32, 28, 4, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'ai̯'], ['tʃʰ', 'i'], ['l', 'o']]",tʃai̯tʃʰilo
স্বজনের,"[10, 8, 18, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['dʒ', 'o'], ['n', 'e', 'r']]",ʃɔdʒoner
পরিবারসহ,"[15, 3, 2, 4, 11, 1, 2, 10, 8, 21, 3, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['b', 'a', 'r'], ['ʃ', 'ɔ'], ['h', 'o']]",poribarʃɔho
