id,orth1,orth2,ipa1,ipa2,rime1,rime2,assonance_key1,assonance_key2,neg_type,predicted_label,freq_bucket1,freq_bucket2,label_corrected,reviewed,notes
rhyme3a_00139,অতন্দ্র,ধর্মেন্দ্র,ɔt̪ond̪ro,d̪ʱɔrmend̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00140,পর্যটনকেন্দ্র,বিনিদ্র,pɔrdʒoʈɔnkend̪ro,binid̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00141,আবা,রিবা,aba,riba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00142,তোবা,সম্ভবা,t̪oba,ʃɔmbʱoba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00143,ডোবা,কখনোবা,ɖoba,kɔkʰonoba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00144,গ্রীবা,জনসেবা,griba,dʒɔnoʃeba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00145,কেউবা,কিম্বা,keu̯ba,kimba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00146,বাবা,নতুবা,baba,not̪uba,ba,ba,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00147,ডোবা,সাহাবা,ɖoba,ʃahaba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00148,হেবা,আলবা,hæba,alba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00149,থাবা,বাঁ,t̪ʰaba,ba,ba,ba,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00150,পরিসেবা,খুতবা,poriʃeba,kʰut̪ba,ba,ba,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00151,চৌকাঠে,ফাঁসিকাষ্ঠে,tʃou̯kaʈʰe,faʃikaʃʈʰe,ʈʰe,ʈʰe,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00152,মিঠে,ফাঁসিকাষ্ঠে,miʈʰe,faʃikaʃʈʰe,ʈʰe,ʈʰe,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00153,জনকণ্ঠে,কাছেপিঠে,dʒɔnokɔnʈʰe,katʃʰepiʈʰe,ʈʰe,ʈʰe,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00154,মিঠে,জনকণ্ঠে,miʈʰe,dʒɔnokɔnʈʰe,ʈʰe,ʈʰe,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00155,পৃষ্ঠে,উচ্চকণ্ঠে,priʃʈʰe,utʃtʃokɔnʈʰe,ʈʰe,ʈʰe,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00156,মঠে,ভূপৃষ্ঠে,mɔʈʰe,bʱupriʃʈʰe,ʈʰe,ʈʰe,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00157,প্রকোষ্ঠে,ভূপৃষ্ঠে,prokoʃʈʰe,bʱupriʃʈʰe,ʈʰe,ʈʰe,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00158,কাঠে,উচ্চকণ্ঠে,kaʈʰe,utʃtʃokɔnʈʰe,ʈʰe,ʈʰe,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00159,পাঠে,আষ্টেপৃষ্ঠে,paʈʰe,aʃʈepriʃʈʰe,ʈʰe,ʈʰe,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00160,চৌকাঠে,কাছেপিঠে,tʃou̯kaʈʰe,katʃʰepiʈʰe,ʈʰe,ʈʰe,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00161,অযোধ্যা,গৎবাঁধা,ɔdʒod̪d̪ʱa,gɔt̪bad̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00162,গৎবাঁধা,অভিধা,gɔt̪bad̪ʱa,obʱid̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00163,স্নিগ্ধা,গোলকধাঁধা,ʃnigd̪ʱa,golokd̪ʱad̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00164,সুধা,বন্ধ্যা,ʃud̪ʱa,bɔnd̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00165,মুক্তিযোদ্ধা,বৃদ্ধা,mukt̪idʒod̪d̪ʱa,brid̪d̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00166,ধরাবাঁধা,অযোধ্যা,d̪ʱɔrabad̪ʱa,ɔdʒod̪d̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00167,সুধা,গোলকধাঁধা,ʃud̪ʱa,golokd̪ʱad̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00168,বাঁধা,ধাঁধা,bad̪ʱa,d̪ʱad̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00169,মুক্তিযোদ্ধা,শ্রদ্ধা,mukt̪idʒod̪d̪ʱa,srod̪d̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00170,সুধা,সমাধা,ʃud̪ʱa,ʃɔmad̪ʱa,d̪ʱa,d̪ʱa,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00171,এরমধ্যেই,যুদ্ধেই,ermod̪d̪ʱei̯,dʒud̪d̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00172,কাঁধেই,প্রথমার্ধেই,kad̪ʱei̯,prot̪ʰomard̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00173,অনুরোধেই,বিরুদ্ধেই,onurod̪ʱei̯,birud̪d̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00174,মাঝেমধ্যেই,অনুরোধেই,madʒʱemod̪d̪ʱei̯,onurod̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00175,অনুরোধেই,যুদ্ধেই,onurod̪ʱei̯,dʒud̪d̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00176,মাঝেমধ্যেই,বিরুদ্ধেই,madʒʱemod̪d̪ʱei̯,birud̪d̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00177,এরমধ্যেই,অনুরোধেই,ermod̪d̪ʱei̯,onurod̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00178,মাঝেমধ্যেই,যুদ্ধেই,madʒʱemod̪d̪ʱei̯,dʒud̪d̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00179,এরমধ্যেই,বিরুদ্ধেই,ermod̪d̪ʱei̯,birud̪d̪ʱei̯,d̪ʱei̯,d̪ʱei̯,ei̯,ei̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00180,ডাকল,শুক্ল,ɖaklo,suklo,klo,klo,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00181,ঢুকলো,শুক্ল,ɖʱuklo,suklo,klo,klo,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00182,ঢুকলো,ডাকল,ɖʱuklo,ɖaklo,klo,klo,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00183,হোমে,বিএমএ,home,bieme,me,me,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00184,ট্রামে,হামে,ʈrame,hame,me,me,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00185,সিকিমে,আমস্টারডামে,sikime,amosʈarɖame,me,me,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00186,স্টকহোমে,সম্মতিক্রমে,sʈɔkhome,ʃɔmmot̪ikrɔme,me,me,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00187,গ্রামে,মৌসুমে,grame,mou̯sume,me,me,e,e,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00188,থেমে,যথাক্রমে,t̪ʰeme,dʒɔt̪ʰakrome,me,me,e,e,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00189,চিত্রকর্মে,থিমে,tʃit̪rokɔrme,t̪ʰime,me,me,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00190,মর্মে,গণমাধ্যমে,mɔrme,gɔnomad̪d̪ʱome,me,me,e,e,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00191,থমথমে,টেলিফিল্মে,t̪ʰɔmt̪ʰɔme,ʈelifilme,me,me,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00192,পাঠ্যক্রমে,প্রজন্মে,paʈʈʰokrɔme,prodʒɔnme,me,me,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00193,শুক্র,জীবনচক্র,ʃukro,dʒibontʃɔkro,kro,kro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00194,মাইক্রো,টুকরো,mai̯kro,ʈukro,kro,kro,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00195,জীবনচক্র,ম্যাক্রো,dʒibontʃɔkro,mækro,kro,kro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00196,টুকরো,চক্র,ʈukro,tʃɔkro,kro,kro,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00197,জীবনচক্র,একটুকরো,dʒibontʃɔkro,ækʈukro,kro,kro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00198,শুক্র,পাঠচক্র,ʃukro,paʈʰtʃɔkro,kro,kro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00199,ম্যাক্রো,একটুকরো,mækro,ækʈukro,kro,kro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00200,দেখুন,ইনু,d̪ekʰun,inu,un,nu,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00201,দবিরুল,আজমপুর,d̪obirul,adʒompur,ul,ur,u,u,assonance_decoy,0,low,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00202,হিন্দুর,মৃদুল,hind̪ur,mrid̪ul,ur,ul,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00203,শিকারপুর,পরুন,ʃikarpur,porun,ur,un,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00204,টাপুর,রুস,ʈapur,rus,ur,us,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00205,ক্লু,স্ক্রু,klu,skru,klu,skru,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00206,ঋজু,সোনু,ridʒu,sonu,dʒu,nu,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00207,রেণু,আনামুল,renu,anamul,nu,ul,u,u,assonance_decoy,0,mid,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00208,আরজু,আশেকুর,ardʒu,aʃekur,dʒu,ur,u,u,assonance_decoy,0,mid,,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00209,আশরাফুল,দারূণ,aʃraful,d̪arun,ul,un,u,u,assonance_decoy,0,high,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00210,হাসুর,স্ট্যাচু,haʃur,sʈætʃu,ur,tʃu,u,u,assonance_decoy,0,low,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00211,আজিজুল,ধূমকেতুর,adʒidʒul,d̪ʱumket̪ur,ul,ur,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00212,গমনেচ্ছু,হাটু,gɔmonetʃtʃʰu,haʈu,tʃʰu,ʈu,u,u,assonance_decoy,0,,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00213,বর্ধিষ্ণু,পুরুষ,bord̪ʱiʃnu,puruʃ,nu,uʃ,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00214,শুকুর,শামসুন,ʃukur,ʃamsun,ur,un,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00215,লতিফুল,যিশু,lot̪iful,dʒiʃu,ul,ʃu,u,u,assonance_decoy,0,low,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00216,এলবিডব্লুর,শুড,elbiɖɔblur,ʃuɖ,ur,uɖ,u,u,assonance_decoy,0,,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00217,স্বরূপ,সম্মুখ,ʃɔrup,ʃɔmmukʰ,up,ukʰ,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00218,মাছিমপুর,রবিউল,masimpur,robiul,ur,ul,u,u,assonance_decoy,0,low,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00219,ওজু,মোগাদিশু,odʒu,mogad̪iʃu,dʒu,ʃu,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00220,ইনু,মৃদু,inu,mrid̪u,nu,d̪u,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00221,পরুন,রাতারগুল,porun,rat̪argul,un,ul,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00222,বেকসুর,শকুন,bekosur,ʃokun,ur,un,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00223,আইটিউনস,অহিদুল,ai̯ʈiuns,ohid̪ul,uns,ul,u,u,assonance_decoy,0,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00224,কাউন্ট,ফাস্টফুড,kaunʈ,fasʈfuɖ,unʈ,uɖ,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00225,একবিন্দু,ঊরুর,ækbind̪u,urur,d̪u,ur,u,u,assonance_decoy,0,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00226,বাদুর,মিঠুন,bad̪ur,miʈʰun,ur,un,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00227,সাবিকুন,প্যারামাউন্ট,sabikun,pæramaunʈ,un,unʈ,u,u,assonance_decoy,0,,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00228,তুং,নিজামপুর,t̪uŋ,nidʒampur,uŋ,ur,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00229,অকূল,মু,ɔkul,mu,ul,mu,u,u,assonance_decoy,0,low,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00230,হাডুডু,স্তুপ,haɖuɖu,st̪up,ɖu,up,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00231,তাজুল,নীতুর,t̪adʒul,nit̪ur,ul,ur,u,u,assonance_decoy,0,mid,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00232,ভারুন,মিজু,bʱarun,midʒu,un,dʒu,u,u,assonance_decoy,0,low,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00233,ইজারুল,স্বর্ণযুগ,idʒarul,ʃɔrnodʒug,ul,ug,u,u,assonance_decoy,0,,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00234,দারুণ,শফিকুর,d̪arun,ʃofikur,un,ur,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00235,সেটুকু,ছেরুর,ʃeʈuku,tʃʰerur,ku,ur,u,u,assonance_decoy,0,mid,,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00236,মুশফিকুর,ভিখু,muʃfikur,bʱikʰu,ur,kʰu,u,u,assonance_decoy,0,high,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00237,কামরূপ,মনতাজুর,kamrup,mont̪adʒur,up,ur,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00238,হিমুর,মাউস,himur,maus,ur,us,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00239,পাপ্পুর,ফলমূল,pappur,fɔlmul,ur,ul,u,u,assonance_decoy,0,low,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00240,কাঠমাণ্ডু,কুসুম,kaʈʰmanɖu,kuʃum,ɖu,um,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00241,শফিকুল,শম্ভুর,ʃofikul,ʃombʱur,ul,ur,u,u,assonance_decoy,0,high,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00242,বহরমপুর,ফুড,bɔhrompur,fuɖ,ur,uɖ,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00243,বেণু,চতুর,benu,tʃot̪ur,nu,ur,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00244,চক্ষু,হুবহু,tʃokkʰu,hubohu,kʰu,hu,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00245,কাবু,বিদ্যুত,kabu,bid̪d̪ut̪,bu,ut̪,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00246,শামসু,একটুর,ʃamsu,ekʈur,su,ur,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00247,যতদুর,রহিদুল,dʒɔt̪od̪ur,rohid̪ul,ur,ul,u,u,assonance_decoy,0,mid,,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00248,মিনুর,নিপুণ,minur,nipun,ur,un,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00249,শ্যাম্পু,মারুফ,ʃæmpu,maruf,pu,uf,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00250,শিডিউল,থ্রু,ʃiɖiul,t̪ʰru,ul,t̪ʰru,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00251,বরুণ,সফিপুর,borun,ʃofipur,un,ur,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00252,লুক,সিরাজুম,luk,ʃiradʒum,uk,um,u,u,assonance_decoy,0,high,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00253,কুছ,বানু,kutʃʰ,banu,utʃʰ,nu,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00254,সিমু,আধটু,ʃimu,ad̪ʱʈu,mu,ʈu,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00255,কর্মবিমুখ,এবাদুর,kɔrmobimukʰ,ebad̪ur,ukʰ,ur,u,u,assonance_decoy,0,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00256,স্বরূপ,আসফাকুস,ʃɔrup,aʃfakuʃ,up,uʃ,u,u,assonance_decoy,0,high,,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00257,কুচ,স্যু,kutʃ,ʃu,utʃ,ʃu,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00258,মধু,মিরাজুল,mod̪ʱu,miradʒul,d̪ʱu,ul,u,u,assonance_decoy,0,high,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00259,বসুন,ফকরুল,boʃun,fokrul,un,ul,u,u,assonance_decoy,0,high,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00260,কিসলু,দেবু,kislu,d̪ebu,slu,bu,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00261,তালুর,গবাদিপশু,t̪alur,gɔbad̪ipoʃu,ur,ʃu,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00262,খসরু,শিমূল,kʰoʃru,ʃimul,ʃru,ul,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00263,শাহরুখ,কাকুর,ʃahrukʰ,kakur,ukʰ,ur,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00264,ওয়াসীমুল,কুন্ডুর,oasimul,kunɖur,ul,ur,u,u,assonance_decoy,0,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00265,রিংকুর,এজাজুল,riŋkur,edʒadʒul,ur,ul,u,u,assonance_decoy,0,,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00266,ভাশুর,আমূল,bʱaʃur,amul,ur,ul,u,u,assonance_decoy,0,,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00267,আনুক,আমৃত্যু,anuk,amrit̪t̪u,uk,t̪u,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00268,বলিউড,সিরাজুল,bɔliuɖ,ʃiradʒul,uɖ,ul,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00269,মকসুদ,গাজীউল,moksud̪,gadʒiul,ud̪,ul,u,u,assonance_decoy,0,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00270,লুপ,যুগ,lup,dʒug,up,ug,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00271,ফুট,পুতুল,fuʈ,put̪ul,uʈ,ul,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00272,বেশিকিছু,দেখুন,beʃikitʃʰu,d̪ekʰun,tʃʰu,un,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00273,অমানুষ,লালুর,ɔmanuʃ,lalur,uʃ,ur,u,u,assonance_decoy,0,mid,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00274,গুরুর,বায়তুল,gurur,bae̯t̪ul,ur,ul,u,u,assonance_decoy,0,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00275,সাজ্জাদুল,নিবু,sadʒdʒad̪ul,nibu,ul,bu,u,u,assonance_decoy,0,mid,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00276,হিন্দুর,ফুড,hind̪ur,fuɖ,ur,uɖ,u,u,assonance_decoy,0,mid,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00277,মাসুম,আধটু,masum,ad̪ʱʈu,um,ʈu,u,u,assonance_decoy,0,high,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00278,ভাসুর,ডিম্বাণু,bʱaʃur,ɖimbanu,ur,nu,u,u,assonance_decoy,0,low,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00279,সমুদ্দুর,গুড,ʃomud̪d̪ur,guɖ,ur,uɖ,u,u,assonance_decoy,0,low,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
