id,word1,word2,ipa1,ipa2,rime1,rime2,subset,predicted_label,label_corrected,reviewed,notes
rhyme_00257,সংবাদদাতা,পুরস্কৃত,ʃɔŋbad̪d̪at̪a,puroʃkrit̪o,a,o,easy,0,,,
rhyme_00258,কুমারের,পুরনো,kumarer,purono,er,o,easy,0,,,
rhyme_00259,লিগ্যাল,দুইশ,ligæl,d̪ui̯ʃo,æl,o,easy,0,,,
rhyme_00260,একহাত,ত্রিশের,ækhat̪,t̪riʃer,at̪,er,easy,0,,,
rhyme_00261,নিম্নের,নিন্দা,nimner,nind̪a,er,a,easy,0,,,
rhyme_00262,অবিশ্বাসী,পদার্থবিদ,ɔbiʃʃaʃi,pɔd̪art̪ʰɔbid̪,i,id̪,easy,0,,,
rhyme_00263,পেশীর,লাঘব,peʃir,lagʱɔb,ir,ɔb,easy,0,,,
rhyme_00264,বাসস্থানের,গোছানো,baʃst̪ʰaner,gotʃʰano,er,o,easy,0,,,
rhyme_00265,চলবেন,আলফ্রেড,tʃolben,alfreɖ,en,eɖ,easy,0,,,
rhyme_00266,এনজিওর,লোডশেডিং,endʒior,loɖʃeɖiŋ,or,iŋ,easy,0,,,
rhyme_00267,সিঁদুর,যুব,ʃid̪ur,dʒubo,ur,o,easy,0,,,
rhyme_00268,স্পিনিং,জিততে,spiniŋ,dʒit̪t̪e,iŋ,e,easy,0,,,
rhyme_00269,বর্গা,ঘটলেও,bɔrga,gʱoʈleo̯,a,eo̯,easy,0,,,
rhyme_00270,রটনা,আবৃতি,rɔʈona,abrit̪i,a,i,easy,0,,,
rhyme_00271,সার্ভিসকে,গোলাপের,sarbʱiske,golaper,e,er,easy,0,,,
rhyme_00272,গ্যাস্ট্রিক,জার্ভিস,gæsʈrik,dʒarbʱiʃ,ik,iʃ,easy,0,,,
rhyme_00273,স্ট্যান্ডের,টপিক,sʈænɖer,ʈɔpik,er,ik,easy,0,,,
rhyme_00274,অন্তর্ধান,তারপরে,ɔnt̪ord̪ʱan,t̪arpɔre,an,e,easy,0,,,
rhyme_00275,ভূষণ,এলটন,bʱuʃon,elʈɔn,on,ɔn,easy,0,,,
rhyme_00276,হত্যাচেষ্টা,মৌলবাদী,hot̪t̪atʃeʃʈa,mou̯lobad̪i,a,i,easy,0,,,
rhyme_00277,ডিসেম্বর,সংযোগস্থল,ɖisembɔr,ʃɔŋdʒogst̪ʰɔl,ɔr,ɔl,easy,0,,,
rhyme_00278,চারজনই,সিজনে,tʃardʒɔni,sidʒone,i,e,easy,0,,,
rhyme_00279,কোচিন,সুদের,kotʃin,ʃud̪er,in,er,easy,0,,,
rhyme_00280,ততো,সাথীর,t̪ɔt̪o,ʃat̪ʰir,o,ir,easy,0,,,
rhyme_00281,প্রকাশন,সংস্কৃত,prokaʃɔn,sɔŋskrit̪o,ɔn,o,easy,0,,,
rhyme_00282,মৃধা,দলে,mrid̪ʱa,d̪ɔle,a,e,easy,0,,,
rhyme_00283,লিজেন্ড,ক্ষেত্রে,lidʒenɖ,kʰet̪re,enɖ,e,easy,0,,,
rhyme_00284,মস্কোর,রন,mɔskor,rɔno,or,o,easy,0,,,
rhyme_00285,সংখ্যক,তাসের,ʃɔŋkʰɔk,t̪aʃer,ɔk,er,easy,0,,,
rhyme_00286,আক্রমণাত্মক,বিষয়শ্রেণীতে,akromonat̪t̪ɔk,biʃɔe̯srenit̪e,ɔk,e,easy,0,,,
rhyme_00287,ভিক্ষু,বাঁধা,bʱikkʰu,bad̪ʱa,u,a,easy,0,,,
rhyme_00288,মেধা,নাজি,med̪ʱa,nadʒi,a,i,easy,0,,,
rhyme_00289,মজলিশ,তত,modʒliʃ,t̪ot̪o,iʃ,o,easy,0,,,
rhyme_00290,সৈয়দ,আইজি,soi̯od̪,ai̯dʒi,od̪,i,easy,0,,,
rhyme_00291,দলিলে,তাহমিনা,d̪olile,t̪ahmina,e,a,easy,0,,,
rhyme_00292,মসজিদ,কোরা,moʃdʒid̪,kora,id̪,a,easy,0,,,
rhyme_00293,বিষয়ের,পিটার্সবার্গ,biʃoer,piʈarsbarg,er,arg,easy,0,,,
rhyme_00294,ওয়েল,নিউরো,oel,niu̯ro,el,o,easy,0,,,
rhyme_00295,জীবনভর,প্রশস্ত,dʒibonbʱɔr,proʃɔst̪o,ɔr,o,easy,0,,,
rhyme_00296,খলিল,কাতর,kʰolil,kat̪or,il,or,easy,0,,,
rhyme_00297,সেরা,শিমের,ʃera,ʃimer,a,er,easy,0,,,
rhyme_00298,জনশ্রুতি,মারাদোনা,dʒɔnosrut̪i,marad̪ona,i,a,easy,0,,,
rhyme_00299,বাৎসরিক,ভগ্নাংশ,bat̪ʃorik,bʱɔgnaŋʃo,ik,o,easy,0,,,
rhyme_00300,দলটি,জামাল,d̪ɔlʈi,dʒamal,i,al,easy,0,,,
rhyme_00301,পাঞ্জাব,গ্রুপে,pandʒab,grupe,ab,e,easy,0,,,
rhyme_00302,হেতু,কান্ডের,het̪u,kanɖer,u,er,easy,0,,,
rhyme_00303,শিক্ষা,ব্রাসেলস,ʃikkʰa,brasels,a,els,easy,0,,,
rhyme_00304,নিজেরাই,এসেছ,nidʒerai̯,eʃetʃʰo,ai̯,o,easy,0,,,
rhyme_00305,সোডিয়াম,লাঞ্ছনা,soɖiam,lantʃʰona,am,a,easy,0,,,
rhyme_00306,কোরান,প্রাপ্তি,koran,prapt̪i,an,i,easy,0,,,
rhyme_00307,ধর্ষকের,ওদিকে,d̪ʱɔrʃoker,od̪ike,er,e,easy,0,,,
rhyme_00308,অপার,রক্ষণ,ɔpar,rɔkkʰon,ar,on,easy,0,,,
rhyme_00309,ওঠেনি,উৎসাহ,oʈʰeni,ut̪ʃaho,i,o,easy,0,,,
rhyme_00310,নীতিকে,গতিপথ,nit̪ike,got̪ipɔt̪ʰ,e,ɔt̪ʰ,easy,0,,,
rhyme_00311,আহসান,কেসে,ahsan,kese,an,e,easy,0,,,
rhyme_00312,রবার্টের,সবকিছু,rɔbarʈer,ʃɔbkitʃʰu,er,u,easy,0,,,
rhyme_00313,আমিষ,লুপ্ত,amiʃ,lupt̪o,iʃ,o,easy,0,,,
rhyme_00314,গুলশান,বিনে,gulʃan,bine,an,e,easy,0,,,
rhyme_00315,সার্ভিসে,একমাত্র,sarbʱise,ækmat̪ro,e,o,easy,0,,,
rhyme_00316,সংবাদটি,অসহ্য,ʃɔŋbad̪ʈi,ɔʃodʒdʒʱo,i,o,easy,0,,,
rhyme_00317,দিল্লিতে,কিনেছি,d̪illit̪e,kinetʃʰi,e,i,easy,0,,,
rhyme_00318,রঙিন,এরা,roŋin,era,in,a,easy,0,,,
rhyme_00319,এনিমেশন,রীতিনীতি,enimeʃɔn,rit̪init̪i,ɔn,i,easy,0,,,
rhyme_00320,খুলেন,হাতি,kʰulen,hat̪i,en,i,easy,0,,,
rhyme_00321,আপে,হ্যাপী,ape,hæpi,e,i,easy,0,,,
rhyme_00322,মিথিলার,প্রোগ্রামটি,mit̪ʰilar,programʈi,ar,i,easy,0,,,
rhyme_00323,ভূটান,স্পষ্ট,bʱuʈan,spɔsʈo,an,o,easy,0,,,
rhyme_00324,পারছেন,কন্ঠ,partʃʰen,kɔnʈʰo,en,o,easy,0,,,
rhyme_00325,এগুলোকে,বিশ্বখ্যাত,eguloke,biʃʃokʰæt̪o,e,o,easy,0,,,
rhyme_00326,বাবরি,স্বপক্ষে,babori,ʃɔpokkʰe,i,e,easy,0,,,
rhyme_00327,বিষধর,কোলকাতায়,biʃod̪ʱɔr,kolkat̪ae̯,ɔr,ae̯,easy,0,,,
rhyme_00328,গ্রেপ্তারে,খারাপের,grept̪are,kʰaraper,e,er,easy,0,,,
rhyme_00329,অভিন্ন,প্রমিলা,ɔbʱinno,promila,o,a,easy,0,,,
rhyme_00330,বানানের,এডভোকেট,bananer,æɖbʱokeʈ,er,eʈ,easy,0,,,
rhyme_00331,অপরাজিতা,দূরীকরণের,ɔpɔradʒit̪a,d̪urikɔroner,a,er,easy,0,,,
rhyme_00332,সংযোগস্থলে,আইনজীবীর,ʃɔŋdʒogst̪ʰɔle,aindʒibir,e,ir,easy,0,,,
rhyme_00333,পারদ,টমাস,parod̪,ʈɔmas,od̪,as,easy,0,,,
rhyme_00334,শৈশবে,তারুণ্যের,ʃoi̯ʃɔbe,t̪arunner,e,er,easy,0,,,
rhyme_00335,বিদ্যার্থী,ঘটাল,bid̪d̪art̪ʰi,gʱɔʈalo,i,o,easy,0,,,
rhyme_00336,ওঝা,ফেলো,odʒʱa,felo,a,o,easy,0,,,
rhyme_00337,চৈনিক,কক্ষে,tʃoi̯nik,kɔkkʰe,ik,e,easy,0,,,
rhyme_00338,সূচকে,ধর্ষনের,ʃutʃoke,d̪ʱɔrʃoner,e,er,easy,0,,,
rhyme_00339,অনলাইন,সিডনি,ɔnlai̯n,siɖni,ai̯n,i,easy,0,,,
rhyme_00340,একতারা,এগুলো,ækt̪ara,egulo,a,o,easy,0,,,
rhyme_00341,স্থানান্তর,রেডিও,st̪ʰanant̪ɔr,reɖio,ɔr,o,easy,0,,,
rhyme_00342,মুস্তাফিজের,মুখ্যমন্ত্রী,must̪afidʒer,mukkʰomont̪ri,er,i,easy,0,,,
rhyme_00343,স্পীকার,নিইনি,spikar,nii̯ni,ar,i,easy,0,,,
rhyme_00344,শেষমেষ,পুকুর,ʃeʃmeʃ,pukur,eʃ,ur,easy,0,,,
rhyme_00345,খরচা,চুলার,kʰɔrtʃa,tʃular,a,ar,easy,0,,,
rhyme_00346,একটিই,জৈন,ekʈii̯,dʒoi̯no,ii̯,o,easy,0,,,
rhyme_00347,অতীব,পাঁচজনের,ot̪ibo,patʃdʒoner,o,er,easy,0,,,
rhyme_00348,এজিএম,নূরানী,edʒiem,nurani,em,i,easy,0,,,
rhyme_00349,জিনিসই,মেরামত,dʒiniʃi,meramɔt̪,i,ɔt̪,easy,0,,,
rhyme_00350,দিনেও,ধারনের,d̪ineo,d̪ʱaroner,o,er,easy,0,,,
rhyme_00351,দোতলা,সুইজারল্যান্ড,d̪ot̪ɔla,sui̯dʒarlænɖ,a,ænɖ,easy,0,,,
rhyme_00352,ওমর,মিল্টন,omor,milʈɔn,or,ɔn,easy,0,,,
rhyme_00353,বিতর্কিত,ইতিহাসে,bit̪orkit̪o,it̪ihaʃe,o,e,easy,0,,,
rhyme_00354,আচেহ,যাকাত,atʃeh,dʒakat̪,eh,at̪,easy,0,,,
rhyme_00355,মিলিয়নের,অভিধানে,milioner,ɔbʱid̪ʱane,er,e,easy,0,,,
rhyme_00356,ফ্লেভার,মরগান,flebʱar,mɔrgan,ar,an,easy,0,,,
rhyme_00357,বলপূর্বক,সমাধান,bɔlpurbok,sɔmad̪ʱan,ok,an,easy,0,,,
rhyme_00358,এডিপি,শেখাতে,eɖipi,ʃekʰat̪e,i,e,easy,0,,,
rhyme_00359,গেমে,এরিক,geme,erik,e,ik,easy,0,,,
rhyme_00360,শিক্ষামূলক,জমাকৃত,ʃikkʰamulok,dʒɔmakrit̪o,ok,o,easy,0,,,
rhyme_00361,দক্ষিণ-পূর্ব,রবীন্দ্রনাথ,d̪okkʰinpurbo,robind̪ronat̪ʰ,o,at̪ʰ,easy,0,,,
rhyme_00362,দুদক,দোলন,d̪ud̪ɔk,d̪olon,ɔk,on,easy,0,,,
rhyme_00363,খাতিরে,বিস্তীর্ণ,kʰat̪ire,bist̪irno,e,o,easy,0,,,
rhyme_00364,জ্ঞানে,প্রাণি,gæne,prani,e,i,easy,0,,,
rhyme_00365,ঘেন্না,ধ্রুবক,gʱenna,d̪ʱrubɔk,a,ɔk,easy,0,,,
rhyme_00366,বইতে,দর্পণ,boi̯t̪e,d̪ɔrpon,e,on,easy,0,,,
rhyme_00367,মনিটরে,কর্মসূচির,moniʈɔre,kɔrmoʃutʃir,e,ir,easy,0,,,
rhyme_00368,হানবে,ইয়র্কের,hanbe,i̯orker,e,er,easy,0,,,
rhyme_00369,নাটকের,চুলগুলো,naʈoker,tʃulgulo,er,o,easy,0,,,
rhyme_00370,পাওলো,মানত,pao̯lo,manot̪,o,ot̪,easy,0,,,
rhyme_00371,তাগাদা,অভীষ্ট,t̪agad̪a,ɔbʱiʃʈo,a,o,easy,0,,,
rhyme_00372,বৃষ্টিকে,জ্বালানোর,briʃʈike,dʒalanor,e,or,easy,0,,,
rhyme_00373,টেকা,একেক,ʈeka,ækek,a,ek,easy,0,,,
rhyme_00374,চক্রটি,বংশধর,tʃɔkroʈi,bɔŋʃod̪ʱɔr,i,ɔr,easy,0,,,
rhyme_00375,ধান্দা,টিউশন,d̪ʱand̪a,ʈiu̯ʃon,a,on,easy,0,,,
rhyme_00376,হুমকি,নাজির,humki,nadʒir,i,ir,easy,0,,,
rhyme_00377,রেসপন্স,আলীর,respɔns,alir,ɔns,ir,easy,0,,,
rhyme_00378,হেফাজত,কর্মীকে,hefadʒɔt̪,kormike,ɔt̪,e,easy,0,,,
rhyme_00379,অদ্ভূত,হেনরির,ɔd̪bʱut̪,henrir,ut̪,ir,easy,0,,,
rhyme_00380,মতে,লাগেজ,mɔt̪e,lagedʒ,e,edʒ,easy,0,,,
rhyme_00381,সাত্তারের,করিনা,sat̪t̪arer,korina,er,a,easy,0,,,
rhyme_00382,ডাবিং,পতন,ɖabiŋ,pɔt̪on,iŋ,on,easy,0,,,
rhyme_00383,প্রমাণে,পাদুকা,promane,pad̪uka,e,a,easy,0,,,
rhyme_00384,সাঁতারের,নিউজকে,ʃat̪arer,niudʒke,er,e,easy,0,,,
rhyme_00385,পঁচা,ইয়র্কে,pɔtʃa,i̯orke,a,e,easy,0,,,
rhyme_00386,রেসের,মামু,reser,mamu,er,u,easy,0,,,
rhyme_00387,দোষারোপ,ফটকে,d̪oʃarop,fɔʈoke,op,e,easy,0,,,
rhyme_00388,ট্রাজেডি,পেরেছেন,ʈradʒeɖi,peretʃʰen,i,en,easy,0,,,
rhyme_00389,অর্ডার,সমাজ,ɔrɖar,sɔmadʒ,ar,adʒ,easy,0,,,
rhyme_00390,টিমকে,ভ্রষ্ট,ʈimke,bʱrɔʃʈo,e,o,easy,0,,,
rhyme_00391,প্রোডাক্ট,আগ্রা,proɖakʈ,agra,akʈ,a,easy,0,,,
rhyme_00392,ফেরে,তান্ডব,fere,t̪anɖob,e,ob,easy,0,,,
rhyme_00393,চালুর,ডিসপ্লে,tʃalur,ɖisple,ur,e,easy,0,,,
rhyme_00394,প্যাডেল,চলেন,pæɖel,tʃɔlen,el,en,easy,0,,,
rhyme_00395,আরেকটা,সমর্থক,arekʈa,ʃɔmort̪ʰok,a,ok,easy,0,,,
rhyme_00396,পুরোটাই,অগ্রসর,puroʈai̯,ɔgroʃɔr,ai̯,ɔr,easy,0,,,
rhyme_00397,পিলার,হাসিব,pilar,hasib,ar,ib,easy,0,,,
rhyme_00398,ক্রেতাকে,শ্রমিকের,kret̪ake,sromiker,e,er,easy,0,,,
rhyme_00399,বানাচ্ছেন,আলামত,banatʃtʃʰen,alamɔt̪,en,ɔt̪,easy,0,,,
